4 , 23/10/2012 04:45:07:400 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101290701Default Amount :3542.0
4 , 23/10/2012 04:45:16:027 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102811401Approved Application Amount :250000.0
4 , 23/10/2012 04:45:16:042 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102811401Claim Applied Amount :187500.0
4 , 23/10/2012 04:45:16:042 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102811401Recovered Amount :0.0
4 , 23/10/2012 04:45:16:042 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102811401Default Amount :180000.0
4 , 23/10/2012 04:45:16:042 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:042 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:058 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:058 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090440801Oustanding Amount :500000.0
4 , 23/10/2012 04:45:16:058 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090440801Approved Application Amount :500000.0
4 , 23/10/2012 04:45:16:058 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090440801Claim Applied Amount :375000.0
4 , 23/10/2012 04:45:16:058 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090440801Recovered Amount :0.0
4 , 23/10/2012 04:45:16:058 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090440801Default Amount :535935.0
4 , 23/10/2012 04:45:16:058 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:058 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:105 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090556301Oustanding Amount :3685.0
4 , 23/10/2012 04:45:16:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090556301Approved Application Amount :5000.0
4 , 23/10/2012 04:45:16:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090556301Claim Applied Amount :3710.0
4 , 23/10/2012 04:45:16:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090556301Recovered Amount :0.0
4 , 23/10/2012 04:45:16:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090556301Default Amount :89767.0
4 , 23/10/2012 04:45:16:105 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:105 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100327901Oustanding Amount :70500.0
4 , 23/10/2012 04:45:16:105 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100327901Approved Application Amount :70500.0
4 , 23/10/2012 04:45:16:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100327901Claim Applied Amount :58990.0
4 , 23/10/2012 04:45:16:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100327901Recovered Amount :0.0
4 , 23/10/2012 04:45:16:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100327901Default Amount :250000.0
4 , 23/10/2012 04:45:16:105 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:120 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:120 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:120 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA080075101Oustanding Amount :236069.6
4 , 23/10/2012 04:45:16:136 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA080075101Approved Application Amount :1000000.0
4 , 23/10/2012 04:45:16:136 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA080075101Claim Applied Amount :257011.76
4 , 23/10/2012 04:45:16:136 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA080075101Recovered Amount :0.0
4 , 23/10/2012 04:45:16:136 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA080075101Default Amount :500000.0
4 , 23/10/2012 04:45:16:136 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:136 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:183 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:183 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100770601Oustanding Amount :5544.0
4 , 23/10/2012 04:45:16:183 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100770601Approved Application Amount :6900.0
4 , 23/10/2012 04:45:16:183 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100770601Claim Applied Amount :4208.0
4 , 23/10/2012 04:45:16:183 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:183 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100770601Recovered Amount :0.0
4 , 23/10/2012 04:45:16:183 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090008101Oustanding Amount :16092.0
4 , 23/10/2012 04:45:16:183 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100770601Default Amount :3685.0
4 , 23/10/2012 04:45:16:183 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090008101Approved Application Amount :25000.0
4 , 23/10/2012 04:45:16:183 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:183 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090008101Claim Applied Amount :13678.0
4 , 23/10/2012 04:45:16:198 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:198 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090008101Recovered Amount :0.0
4 , 23/10/2012 04:45:16:198 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:198 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090008101Default Amount :70500.0
4 , 23/10/2012 04:45:16:198 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101940001Oustanding Amount :200000.0
4 , 23/10/2012 04:45:16:198 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:198 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101940001Approved Application Amount :200000.0
4 , 23/10/2012 04:45:16:198 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:214 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101940001Claim Applied Amount :150000.0
4 , 23/10/2012 04:45:16:214 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101940001Recovered Amount :0.0
4 , 23/10/2012 04:45:16:214 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101940001Default Amount :236069.6
4 , 23/10/2012 04:45:16:214 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:214 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:245 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:245 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080223501Oustanding Amount :211814.0
4 , 23/10/2012 04:45:16:245 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080223501Approved Application Amount :218000.0
4 , 23/10/2012 04:45:16:245 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080223501Claim Applied Amount :160404.0
4 , 23/10/2012 04:45:16:261 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080223501Recovered Amount :0.0
4 , 23/10/2012 04:45:16:261 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080223501Default Amount :5544.0
4 , 23/10/2012 04:45:16:261 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:261 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:276 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:276 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090100401Oustanding Amount :10000.0
4 , 23/10/2012 04:45:16:276 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090100401Approved Application Amount :10000.0
4 , 23/10/2012 04:45:16:276 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090100401Claim Applied Amount :7500.0
4 , 23/10/2012 04:45:16:276 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090100401Recovered Amount :0.0
4 , 23/10/2012 04:45:16:276 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:276 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090100401Default Amount :16092.0
4 , 23/10/2012 04:45:16:276 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100227901Oustanding Amount :75000.0
4 , 23/10/2012 04:45:16:276 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:276 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100227901Approved Application Amount :75000.0
4 , 23/10/2012 04:45:16:276 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:292 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100227901Claim Applied Amount :60000.0
4 , 23/10/2012 04:45:16:292 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100227901Recovered Amount :0.0
4 , 23/10/2012 04:45:16:292 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100227901Default Amount :200000.0
4 , 23/10/2012 04:45:16:292 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:292 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:323 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:323 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100659601Oustanding Amount :90974.0
4 , 23/10/2012 04:45:16:323 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100659601Approved Application Amount :110000.0
4 , 23/10/2012 04:45:16:323 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100659601Claim Applied Amount :59170.0
4 , 23/10/2012 04:45:16:323 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100659601Recovered Amount :0.0
4 , 23/10/2012 04:45:16:323 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100659601Default Amount :211814.0
4 , 23/10/2012 04:45:16:323 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:323 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:339 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:339 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090769601Oustanding Amount :51000.0
4 , 23/10/2012 04:45:16:339 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090769601Approved Application Amount :51000.0
4 , 23/10/2012 04:45:16:354 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090769601Claim Applied Amount :43350.0
4 , 23/10/2012 04:45:16:354 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090769601Recovered Amount :0.0
4 , 23/10/2012 04:45:16:354 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090769601Default Amount :10000.0
4 , 23/10/2012 04:45:16:354 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:354 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:354 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:370 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102171301Oustanding Amount :5824.0
4 , 23/10/2012 04:45:16:370 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102171301Approved Application Amount :6000.0
4 , 23/10/2012 04:45:16:370 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102171301Claim Applied Amount :5924.0
4 , 23/10/2012 04:45:16:370 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102171301Recovered Amount :0.0
4 , 23/10/2012 04:45:16:370 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102171301Default Amount :75000.0
4 , 23/10/2012 04:45:16:370 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:370 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:386 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:386 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100722101Oustanding Amount :268382.0
4 , 23/10/2012 04:45:16:386 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100722101Approved Application Amount :285000.0
4 , 23/10/2012 04:45:16:386 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100722101Claim Applied Amount :224346.0
4 , 23/10/2012 04:45:16:386 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100722101Recovered Amount :0.0
4 , 23/10/2012 04:45:16:386 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100722101Default Amount :90974.0
4 , 23/10/2012 04:45:16:401 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:401 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:417 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:417 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100525901Oustanding Amount :12000.0
4 , 23/10/2012 04:45:16:417 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100525901Approved Application Amount :12000.0
4 , 23/10/2012 04:45:16:417 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100525901Claim Applied Amount :10200.0
4 , 23/10/2012 04:45:16:417 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100525901Recovered Amount :0.0
4 , 23/10/2012 04:45:16:417 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100525901Default Amount :51000.0
4 , 23/10/2012 04:45:16:417 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:417 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:432 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:432 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100102401Oustanding Amount :1636333.0
4 , 23/10/2012 04:45:16:432 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100102401Approved Application Amount :1966000.0
4 , 23/10/2012 04:45:16:432 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100102401Claim Applied Amount :1464358.0
4 , 23/10/2012 04:45:16:432 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100102401Recovered Amount :0.0
4 , 23/10/2012 04:45:16:432 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100102401Default Amount :5824.0
4 , 23/10/2012 04:45:16:432 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:432 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:464 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:464 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100887001Oustanding Amount :39919.01
4 , 23/10/2012 04:45:16:464 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100887001Approved Application Amount :40000.0
4 , 23/10/2012 04:45:16:464 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100887001Claim Applied Amount :34000.0
4 , 23/10/2012 04:45:16:464 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100887001Recovered Amount :0.0
4 , 23/10/2012 04:45:16:464 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100887001Default Amount :268382.0
4 , 23/10/2012 04:45:16:464 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:464 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:479 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:479 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110210701Oustanding Amount :91000.0
4 , 23/10/2012 04:45:16:479 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110210701Approved Application Amount :91000.0
4 , 23/10/2012 04:45:16:479 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110210701Claim Applied Amount :68250.0
4 , 23/10/2012 04:45:16:495 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110210701Recovered Amount :0.0
4 , 23/10/2012 04:45:16:495 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110210701Default Amount :12000.0
4 , 23/10/2012 04:45:16:495 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:495 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:495 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:495 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101828501Oustanding Amount :300000.0
4 , 23/10/2012 04:45:16:495 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101828501Approved Application Amount :300000.0
4 , 23/10/2012 04:45:16:495 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101828501Claim Applied Amount :255000.0
4 , 23/10/2012 04:45:16:495 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101828501Recovered Amount :0.0
4 , 23/10/2012 04:45:16:495 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101828501Default Amount :1636333.0
4 , 23/10/2012 04:45:16:510 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:510 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:526 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:542 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996801Oustanding Amount :17463.0
4 , 23/10/2012 04:45:16:542 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996801Approved Application Amount :50000.0
4 , 23/10/2012 04:45:16:542 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996801Claim Applied Amount :14862.0
4 , 23/10/2012 04:45:16:542 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996801Recovered Amount :0.0
4 , 23/10/2012 04:45:16:542 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996801Default Amount :39919.01
4 , 23/10/2012 04:45:16:542 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:542 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:557 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:557 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091283001Oustanding Amount :40000.0
4 , 23/10/2012 04:45:16:557 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091283001Approved Application Amount :40000.0
4 , 23/10/2012 04:45:16:557 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091283001Claim Applied Amount :34000.0
4 , 23/10/2012 04:45:16:557 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091283001Recovered Amount :0.0
4 , 23/10/2012 04:45:16:557 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091283001Default Amount :91000.0
4 , 23/10/2012 04:45:16:557 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:557 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:573 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:573 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110156401Oustanding Amount :50000.0
4 , 23/10/2012 04:45:16:573 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110156401Approved Application Amount :50000.0
4 , 23/10/2012 04:45:16:573 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110156401Claim Applied Amount :37500.0
4 , 23/10/2012 04:45:16:573 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110156401Recovered Amount :0.0
4 , 23/10/2012 04:45:16:573 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110156401Default Amount :300000.0
4 , 23/10/2012 04:45:16:573 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:573 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:604 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:604 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091218001Oustanding Amount :50000.0
4 , 23/10/2012 04:45:16:604 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091218001Approved Application Amount :50000.0
4 , 23/10/2012 04:45:16:604 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091218001Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:16:604 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091218001Recovered Amount :0.0
4 , 23/10/2012 04:45:16:604 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091218001Default Amount :17463.0
4 , 23/10/2012 04:45:16:604 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:604 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:620 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:620 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101600801Oustanding Amount :50200.0
4 , 23/10/2012 04:45:16:635 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101600801Approved Application Amount :80000.0
4 , 23/10/2012 04:45:16:635 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101600801Claim Applied Amount :42670.0
4 , 23/10/2012 04:45:16:635 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101600801Recovered Amount :0.0
4 , 23/10/2012 04:45:16:635 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101600801Default Amount :40000.0
4 , 23/10/2012 04:45:16:635 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:635 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:635 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:635 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100159001Oustanding Amount :40591.0
4 , 23/10/2012 04:45:16:635 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100159001Approved Application Amount :50000.0
4 , 23/10/2012 04:45:16:635 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100159001Claim Applied Amount :28334.0
4 , 23/10/2012 04:45:16:651 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100159001Recovered Amount :0.0
4 , 23/10/2012 04:45:16:651 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100159001Default Amount :50000.0
4 , 23/10/2012 04:45:16:651 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:651 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:666 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:666 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090376801Oustanding Amount :15366.0
4 , 23/10/2012 04:45:16:666 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090376801Approved Application Amount :25000.0
4 , 23/10/2012 04:45:16:666 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090376801Claim Applied Amount :11525.0
4 , 23/10/2012 04:45:16:666 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090376801Recovered Amount :0.0
4 , 23/10/2012 04:45:16:666 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090376801Default Amount :50000.0
4 , 23/10/2012 04:45:16:682 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
