4 , 23/10/2012 04:46:46:852 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100156201Recovered Amount :0.0
4 , 23/10/2012 04:46:53:872 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:53:903 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:53:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092019501Oustanding Amount :70000.0
4 , 23/10/2012 04:46:53:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092019501Approved Application Amount :70000.0
4 , 23/10/2012 04:46:53:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092019501Claim Applied Amount :59500.0
4 , 23/10/2012 04:46:53:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092019501Recovered Amount :0.0
4 , 23/10/2012 04:46:53:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092019501Default Amount :60000.0
4 , 23/10/2012 04:46:53:903 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:53:903 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:53:919 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:53:919 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100872101Oustanding Amount :120378.0
4 , 23/10/2012 04:46:53:934 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100872101Approved Application Amount :190000.0
4 , 23/10/2012 04:46:53:934 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100872101Claim Applied Amount :88201.0
4 , 23/10/2012 04:46:53:934 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100872101Recovered Amount :0.0
4 , 23/10/2012 04:46:53:934 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100872101Default Amount :500000.0
4 , 23/10/2012 04:46:53:934 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:53:934 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:53:934 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:53:934 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP060091501Oustanding Amount :214000.0
4 , 23/10/2012 04:46:53:934 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP060091501Approved Application Amount :214000.0
4 , 23/10/2012 04:46:53:934 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP060091501Claim Applied Amount :181900.0
4 , 23/10/2012 04:46:53:934 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP060091501Recovered Amount :0.0
4 , 23/10/2012 04:46:53:934 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP060091501Default Amount :341820.45
4 , 23/10/2012 04:46:53:934 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:53:950 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:53:965 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:53:965 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100040601Oustanding Amount :25000.0
4 , 23/10/2012 04:46:53:965 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100040601Approved Application Amount :25000.0
4 , 23/10/2012 04:46:53:965 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100040601Claim Applied Amount :21250.0
4 , 23/10/2012 04:46:53:981 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100040601Recovered Amount :0.0
4 , 23/10/2012 04:46:53:981 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100040601Default Amount :70000.0
4 , 23/10/2012 04:46:53:981 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:53:981 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:53:981 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:53:997 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102209101Oustanding Amount :13735.0
4 , 23/10/2012 04:46:53:997 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102209101Approved Application Amount :15000.0
4 , 23/10/2012 04:46:53:997 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102209101Claim Applied Amount :10988.0
4 , 23/10/2012 04:46:53:997 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102209101Recovered Amount :0.0
4 , 23/10/2012 04:46:53:997 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102209101Default Amount :120378.0
4 , 23/10/2012 04:46:53:997 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:53:997 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:012 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090153801Oustanding Amount :120000.0
4 , 23/10/2012 04:46:54:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090153801Approved Application Amount :120000.0
4 , 23/10/2012 04:46:54:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090153801Claim Applied Amount :90000.0
4 , 23/10/2012 04:46:54:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090153801Recovered Amount :0.0
4 , 23/10/2012 04:46:54:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090153801Default Amount :214000.0
4 , 23/10/2012 04:46:54:012 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:012 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:043 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:043 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101519801Oustanding Amount :60000.0
4 , 23/10/2012 04:46:54:043 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101519801Approved Application Amount :60000.0
4 , 23/10/2012 04:46:54:043 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101519801Claim Applied Amount :51000.0
4 , 23/10/2012 04:46:54:043 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101519801Recovered Amount :0.0
4 , 23/10/2012 04:46:54:043 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101519801Default Amount :25000.0
4 , 23/10/2012 04:46:54:043 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:043 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:059 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:059 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100227701Oustanding Amount :12500.0
4 , 23/10/2012 04:46:54:059 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100227701Approved Application Amount :12500.0
4 , 23/10/2012 04:46:54:059 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100227701Claim Applied Amount :10000.0
4 , 23/10/2012 04:46:54:059 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100227701Recovered Amount :0.0
4 , 23/10/2012 04:46:54:059 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100227701Default Amount :13735.0
4 , 23/10/2012 04:46:54:059 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:059 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:075 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:075 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091393901Oustanding Amount :317067.0
4 , 23/10/2012 04:46:54:075 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091393901Approved Application Amount :317067.0
4 , 23/10/2012 04:46:54:090 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091393901Claim Applied Amount :307308.0
4 , 23/10/2012 04:46:54:090 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091393901Recovered Amount :0.0
4 , 23/10/2012 04:46:54:090 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091393901Default Amount :120000.0
4 , 23/10/2012 04:46:54:090 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:090 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:106 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:106 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996701Oustanding Amount :27396.0
4 , 23/10/2012 04:46:54:106 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996701Approved Application Amount :50000.0
4 , 23/10/2012 04:46:54:121 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996701Claim Applied Amount :23305.0
4 , 23/10/2012 04:46:54:121 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996701Recovered Amount :0.0
4 , 23/10/2012 04:46:54:121 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996701Default Amount :60000.0
4 , 23/10/2012 04:46:54:121 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:121 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:121 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:121 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091072201Oustanding Amount :83706.0
4 , 23/10/2012 04:46:54:121 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091072201Approved Application Amount :95000.0
4 , 23/10/2012 04:46:54:121 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091072201Claim Applied Amount :71250.0
4 , 23/10/2012 04:46:54:137 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091072201Recovered Amount :0.0
4 , 23/10/2012 04:46:54:137 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091072201Default Amount :12500.0
4 , 23/10/2012 04:46:54:137 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:137 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:137 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:153 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080070001Oustanding Amount :150000.0
4 , 23/10/2012 04:46:54:153 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080070001Approved Application Amount :150000.0
4 , 23/10/2012 04:46:54:153 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080070001Claim Applied Amount :150000.0
4 , 23/10/2012 04:46:54:153 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080070001Recovered Amount :0.0
4 , 23/10/2012 04:46:54:153 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080070001Default Amount :317067.0
4 , 23/10/2012 04:46:54:153 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:153 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:184 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:184 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Oustanding Amount :50000.0
4 , 23/10/2012 04:46:54:184 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Approved Application Amount :50000.0
4 , 23/10/2012 04:46:54:184 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:54:184 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Recovered Amount :0.0
4 , 23/10/2012 04:46:54:184 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Default Amount :27396.0
4 , 23/10/2012 04:46:54:184 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:184 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:199 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:199 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100736701Oustanding Amount :159250.0
4 , 23/10/2012 04:46:54:199 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100736701Approved Application Amount :169759.0
4 , 23/10/2012 04:46:54:199 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100736701Claim Applied Amount :53615.0
4 , 23/10/2012 04:46:54:199 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100736701Recovered Amount :0.0
4 , 23/10/2012 04:46:54:199 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100736701Default Amount :83706.0
4 , 23/10/2012 04:46:54:199 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:199 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:215 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091188801Oustanding Amount :50000.0
4 , 23/10/2012 04:46:54:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091188801Approved Application Amount :50000.0
4 , 23/10/2012 04:46:54:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091188801Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:54:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091188801Recovered Amount :0.0
4 , 23/10/2012 04:46:54:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091188801Default Amount :150000.0
4 , 23/10/2012 04:46:54:215 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:215 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:246 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Oustanding Amount :152571.0
4 , 23/10/2012 04:46:54:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Approved Application Amount :190000.0
4 , 23/10/2012 04:46:54:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Claim Applied Amount :130941.0
4 , 23/10/2012 04:46:54:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Recovered Amount :0.0
4 , 23/10/2012 04:46:54:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Default Amount :50000.0
4 , 23/10/2012 04:46:54:246 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:262 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:262 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:277 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090386801Oustanding Amount :50000.0
4 , 23/10/2012 04:46:54:277 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090386801Approved Application Amount :50000.0
4 , 23/10/2012 04:46:54:277 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090386801Claim Applied Amount :34905.0
4 , 23/10/2012 04:46:54:277 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:277 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090386801Recovered Amount :0.0
4 , 23/10/2012 04:46:54:277 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182701Oustanding Amount :27910.0
4 , 23/10/2012 04:46:54:293 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090386801Default Amount :159250.0
4 , 23/10/2012 04:46:54:293 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182701Approved Application Amount :50000.0
4 , 23/10/2012 04:46:54:293 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:293 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182701Claim Applied Amount :23724.0
4 , 23/10/2012 04:46:54:293 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:293 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182701Recovered Amount :0.0
4 , 23/10/2012 04:46:54:293 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182701Default Amount :50000.0
4 , 23/10/2012 04:46:54:293 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:293 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:324 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:324 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100143201Oustanding Amount :351109.0
4 , 23/10/2012 04:46:54:324 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100143201Approved Application Amount :380000.0
4 , 23/10/2012 04:46:54:340 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100143201Claim Applied Amount :161597.0
4 , 23/10/2012 04:46:54:340 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100143201Recovered Amount :0.0
4 , 23/10/2012 04:46:54:340 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100143201Default Amount :152571.0
4 , 23/10/2012 04:46:54:340 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:340 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:355 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:355 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101681401Oustanding Amount :369912.0
4 , 23/10/2012 04:46:54:355 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101681401Approved Application Amount :375000.0
4 , 23/10/2012 04:46:54:355 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101681401Claim Applied Amount :364053.0
4 , 23/10/2012 04:46:54:355 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:355 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101681401Recovered Amount :0.0
4 , 23/10/2012 04:46:54:355 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091541101Oustanding Amount :80000.0
4 , 23/10/2012 04:46:54:371 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101681401Default Amount :50000.0
4 , 23/10/2012 04:46:54:371 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091541101Approved Application Amount :80000.0
4 , 23/10/2012 04:46:54:371 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:371 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091541101Claim Applied Amount :68000.0
4 , 23/10/2012 04:46:54:371 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:371 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091541101Recovered Amount :0.0
4 , 23/10/2012 04:46:54:371 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091541101Default Amount :27910.0
4 , 23/10/2012 04:46:54:371 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:371 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:402 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101809501Oustanding Amount :88285.5
4 , 23/10/2012 04:46:54:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101809501Approved Application Amount :95000.0
4 , 23/10/2012 04:46:54:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101809501Claim Applied Amount :70628.0
4 , 23/10/2012 04:46:54:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101809501Recovered Amount :0.0
4 , 23/10/2012 04:46:54:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101809501Default Amount :351109.0
4 , 23/10/2012 04:46:54:402 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:418 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:433 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:433 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100221601Oustanding Amount :131645.0
4 , 23/10/2012 04:46:54:433 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:433 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100221601Approved Application Amount :142500.0
4 , 23/10/2012 04:46:54:449 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091215401Oustanding Amount :30000.0
4 , 23/10/2012 04:46:54:449 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100221601Claim Applied Amount :113738.0
4 , 23/10/2012 04:46:54:449 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091215401Approved Application Amount :30000.0
4 , 23/10/2012 04:46:54:449 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100221601Recovered Amount :0.0
4 , 23/10/2012 04:46:54:449 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091215401Claim Applied Amount :25500.0
4 , 23/10/2012 04:46:54:465 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100221601Default Amount :369912.0
4 , 23/10/2012 04:46:54:465 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091215401Recovered Amount :0.0
4 , 23/10/2012 04:46:54:465 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:465 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091215401Default Amount :80000.0
4 , 23/10/2012 04:46:54:465 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:480 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:480 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:480 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100441601Oustanding Amount :650000.0
4 , 23/10/2012 04:46:54:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100441601Approved Application Amount :650000.0
4 , 23/10/2012 04:46:54:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100441601Claim Applied Amount :487500.0
4 , 23/10/2012 04:46:54:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100441601Recovered Amount :0.0
4 , 23/10/2012 04:46:54:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100441601Default Amount :88285.5
4 , 23/10/2012 04:46:54:480 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:54:480 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:54:527 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:527 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090643501Oustanding Amount :15000.0
4 , 23/10/2012 04:46:54:543 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090643501Approved Application Amount :15000.0
4 , 23/10/2012 04:46:54:543 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:543 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090643501Claim Applied Amount :12750.0
4 , 23/10/2012 04:46:54:543 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100181201Oustanding Amount :60000.0
4 , 23/10/2012 04:46:54:558 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090643501Recovered Amount :0.0
4 , 23/10/2012 04:46:54:558 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100181201Approved Application Amount :60000.0
4 , 23/10/2012 04:46:54:558 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:54:558 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090643501Default Amount :131645.0
4 , 23/10/2012 04:46:54:574 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100181201Claim Applied Amount :51000.0
4 , 23/10/2012 04:46:54:574 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091375901Oustanding Amount :317067.0
