4 , 22/10/2012 06:59:43:177 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:01:259 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100128201Claim Applied Amount :107764.0
4 , 22/10/2012 07:00:01:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100128201Recovered Amount :0.0
4 , 22/10/2012 07:00:01:264 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100128201Default Amount :50000.0
4 , 22/10/2012 07:00:01:267 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:01:270 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:01:338 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:01:341 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100251701Oustanding Amount :321144.0
4 , 22/10/2012 07:00:01:344 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100251701Approved Application Amount :370000.0
4 , 22/10/2012 07:00:01:347 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100251701Claim Applied Amount :156196.0
4 , 22/10/2012 07:00:01:350 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100251701Recovered Amount :0.0
4 , 22/10/2012 07:00:01:353 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100251701Default Amount :107764.0
4 , 22/10/2012 07:00:01:356 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:01:359 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:01:425 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:01:428 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080077201Oustanding Amount :239635.0
4 , 22/10/2012 07:00:01:431 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080077201Approved Application Amount :370000.0
4 , 22/10/2012 07:00:01:434 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080077201Claim Applied Amount :73376.0
4 , 22/10/2012 07:00:01:437 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080077201Recovered Amount :0.0
4 , 22/10/2012 07:00:01:440 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080077201Default Amount :321144.0
4 , 22/10/2012 07:00:01:442 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:01:445 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:01:509 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:01:511 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090204801Oustanding Amount :120000.0
4 , 22/10/2012 07:00:01:514 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090204801Approved Application Amount :120000.0
4 , 22/10/2012 07:00:01:517 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090204801Claim Applied Amount :90000.0
4 , 22/10/2012 07:00:01:520 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090204801Recovered Amount :0.0
4 , 22/10/2012 07:00:01:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090204801Default Amount :239635.0
4 , 22/10/2012 07:00:01:523 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:01:524 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:01:587 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:01:590 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090119201Oustanding Amount :12014.0
4 , 22/10/2012 07:00:01:597 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090119201Approved Application Amount :23000.0
4 , 22/10/2012 07:00:01:600 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090119201Claim Applied Amount :13985.0
4 , 22/10/2012 07:00:01:602 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090119201Recovered Amount :0.0
4 , 22/10/2012 07:00:01:605 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090119201Default Amount :120000.0
4 , 22/10/2012 07:00:01:608 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:01:611 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:01:678 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:01:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101159901Oustanding Amount :1228000.0
4 , 22/10/2012 07:00:01:684 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101159901Approved Application Amount :1228000.0
4 , 22/10/2012 07:00:01:687 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101159901Claim Applied Amount :897576.75
4 , 22/10/2012 07:00:01:690 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101159901Recovered Amount :0.0
4 , 22/10/2012 07:00:01:692 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101159901Default Amount :12014.0
4 , 22/10/2012 07:00:01:695 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:01:698 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:01:767 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:01:770 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102076101Oustanding Amount :210000.0
4 , 22/10/2012 07:00:01:773 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102076101Approved Application Amount :210000.0
4 , 22/10/2012 07:00:01:776 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102076101Claim Applied Amount :157500.0
4 , 22/10/2012 07:00:01:778 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102076101Recovered Amount :0.0
4 , 22/10/2012 07:00:01:781 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102076101Default Amount :1228000.0
4 , 22/10/2012 07:00:01:784 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:01:786 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:01:863 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:01:866 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102384001Oustanding Amount :250000.0
4 , 22/10/2012 07:00:01:868 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102384001Approved Application Amount :250000.0
4 , 22/10/2012 07:00:01:871 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102384001Claim Applied Amount :187500.0
4 , 22/10/2012 07:00:01:874 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102384001Recovered Amount :0.0
4 , 22/10/2012 07:00:01:876 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102384001Default Amount :210000.0
4 , 22/10/2012 07:00:01:879 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:01:882 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:01:955 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:01:957 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101312301Oustanding Amount :200000.0
4 , 22/10/2012 07:00:01:960 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101312301Approved Application Amount :200000.0
4 , 22/10/2012 07:00:01:963 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101312301Claim Applied Amount :170000.0
4 , 22/10/2012 07:00:01:965 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101312301Recovered Amount :0.0
4 , 22/10/2012 07:00:01:968 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101312301Default Amount :250000.0
4 , 22/10/2012 07:00:01:971 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:01:972 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:02:039 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:02:042 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180601Oustanding Amount :50000.0
4 , 22/10/2012 07:00:02:044 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180601Approved Application Amount :50000.0
4 , 22/10/2012 07:00:02:047 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180601Claim Applied Amount :42500.0
4 , 22/10/2012 07:00:02:050 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180601Recovered Amount :0.0
4 , 22/10/2012 07:00:02:052 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180601Default Amount :200000.0
4 , 22/10/2012 07:00:02:055 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:02:057 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:02:126 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:02:128 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091232101Oustanding Amount :56085.0
4 , 22/10/2012 07:00:02:131 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091232101Approved Application Amount :60000.0
4 , 22/10/2012 07:00:02:134 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091232101Claim Applied Amount :42500.0
4 , 22/10/2012 07:00:02:137 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091232101Recovered Amount :0.0
4 , 22/10/2012 07:00:02:139 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091232101Default Amount :50000.0
4 , 22/10/2012 07:00:02:142 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:02:145 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:02:217 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:02:219 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074401Oustanding Amount :88380.0
4 , 22/10/2012 07:00:02:222 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074401Approved Application Amount :100000.0
4 , 22/10/2012 07:00:02:225 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074401Claim Applied Amount :72890.0
4 , 22/10/2012 07:00:02:228 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074401Recovered Amount :0.0
4 , 22/10/2012 07:00:02:230 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074401Default Amount :56085.0
4 , 22/10/2012 07:00:02:233 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:02:235 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:02:297 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:02:300 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180001Oustanding Amount :146193.0
4 , 22/10/2012 07:00:02:302 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180001Approved Application Amount :150000.0
4 , 22/10/2012 07:00:02:305 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180001Claim Applied Amount :124264.0
4 , 22/10/2012 07:00:02:307 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180001Recovered Amount :0.0
4 , 22/10/2012 07:00:02:309 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180001Default Amount :88380.0
4 , 22/10/2012 07:00:02:312 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:02:314 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:02:382 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:02:385 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100508101Oustanding Amount :30978.0
4 , 22/10/2012 07:00:02:387 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100508101Approved Application Amount :50000.0
4 , 22/10/2012 07:00:02:390 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100508101Claim Applied Amount :26331.0
4 , 22/10/2012 07:00:02:392 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100508101Recovered Amount :0.0
4 , 22/10/2012 07:00:02:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100508101Default Amount :146193.0
4 , 22/10/2012 07:00:02:397 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:02:399 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:02:466 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:02:469 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101814801Oustanding Amount :48816.0
4 , 22/10/2012 07:00:02:471 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101814801Approved Application Amount :50000.0
4 , 22/10/2012 07:00:02:474 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101814801Claim Applied Amount :39472.0
4 , 22/10/2012 07:00:02:476 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101814801Recovered Amount :0.0
4 , 22/10/2012 07:00:02:479 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101814801Default Amount :30978.0
4 , 22/10/2012 07:00:02:481 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:02:482 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:02:546 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:02:548 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101591201Oustanding Amount :60000.0
4 , 22/10/2012 07:00:02:551 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101591201Approved Application Amount :60000.0
4 , 22/10/2012 07:00:02:554 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101591201Claim Applied Amount :51000.0
4 , 22/10/2012 07:00:02:557 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101591201Recovered Amount :0.0
4 , 22/10/2012 07:00:02:559 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101591201Default Amount :48816.0
4 , 22/10/2012 07:00:02:562 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:02:565 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:02:626 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:02:629 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091529501Oustanding Amount :50000.0
4 , 22/10/2012 07:00:02:631 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091529501Approved Application Amount :50000.0
4 , 22/10/2012 07:00:02:633 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091529501Claim Applied Amount :42500.0
4 , 22/10/2012 07:00:02:636 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091529501Recovered Amount :0.0
4 , 22/10/2012 07:00:02:642 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091529501Default Amount :60000.0
4 , 22/10/2012 07:00:02:644 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:02:646 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:02:711 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:02:714 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101507601Oustanding Amount :50000.0
4 , 22/10/2012 07:00:02:716 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101507601Approved Application Amount :50000.0
4 , 22/10/2012 07:00:02:719 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101507601Claim Applied Amount :42500.0
4 , 22/10/2012 07:00:02:721 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101507601Recovered Amount :0.0
4 , 22/10/2012 07:00:02:724 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101507601Default Amount :50000.0
4 , 22/10/2012 07:00:02:726 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:02:728 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:02:794 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:02:797 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091852501Oustanding Amount :45518.0
4 , 22/10/2012 07:00:02:804 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091852501Approved Application Amount :50000.0
4 , 22/10/2012 07:00:02:807 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091852501Claim Applied Amount :42500.0
4 , 22/10/2012 07:00:02:809 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091852501Recovered Amount :0.0
4 , 22/10/2012 07:00:02:812 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091852501Default Amount :50000.0
4 , 22/10/2012 07:00:02:814 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:02:816 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:02:891 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:02:893 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090922601Oustanding Amount :500000.0
4 , 22/10/2012 07:00:02:895 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090922601Approved Application Amount :500000.0
4 , 22/10/2012 07:00:02:898 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090922601Claim Applied Amount :425000.0
4 , 22/10/2012 07:00:02:900 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090922601Recovered Amount :0.0
4 , 22/10/2012 07:00:02:902 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090922601Default Amount :45518.0
4 , 22/10/2012 07:00:02:904 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:02:906 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:02:974 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:02:977 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091759201Oustanding Amount :50000.0
4 , 22/10/2012 07:00:02:980 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091759201Approved Application Amount :50000.0
4 , 22/10/2012 07:00:02:983 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091759201Claim Applied Amount :42500.0
4 , 22/10/2012 07:00:02:986 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091759201Recovered Amount :0.0
4 , 22/10/2012 07:00:02:988 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091759201Default Amount :500000.0
4 , 22/10/2012 07:00:02:991 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:02:993 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:03:061 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:03:065 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090672201Oustanding Amount :25000.0
4 , 22/10/2012 07:00:03:068 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090672201Approved Application Amount :25000.0
4 , 22/10/2012 07:00:03:071 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090672201Claim Applied Amount :21250.0
4 , 22/10/2012 07:00:03:074 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090672201Recovered Amount :0.0
4 , 22/10/2012 07:00:03:077 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090672201Default Amount :50000.0
4 , 22/10/2012 07:00:03:080 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:03:081 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:03:149 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:03:151 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12SI080000901Oustanding Amount :13750.0
4 , 22/10/2012 07:00:03:153 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12SI080000901Approved Application Amount :13750.0
4 , 22/10/2012 07:00:03:156 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12SI080000901Claim Applied Amount :10312.5
4 , 22/10/2012 07:00:03:159 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12SI080000901Recovered Amount :0.0
4 , 22/10/2012 07:00:03:166 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12SI080000901Default Amount :25000.0
4 , 22/10/2012 07:00:03:169 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:03:171 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:03:238 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:03:241 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091180101Oustanding Amount :50000.0
4 , 22/10/2012 07:00:03:244 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091180101Approved Application Amount :50000.0
4 , 22/10/2012 07:00:03:247 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091180101Claim Applied Amount :42500.0
4 , 22/10/2012 07:00:03:249 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091180101Recovered Amount :0.0
4 , 22/10/2012 07:00:03:252 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091180101Default Amount :13750.0
4 , 22/10/2012 07:00:03:255 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:03:257 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:03:321 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:03:323 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100102501Oustanding Amount :31972.0
4 , 22/10/2012 07:00:03:326 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100102501Approved Application Amount :50000.0
4 , 22/10/2012 07:00:03:329 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100102501Claim Applied Amount :27176.0
4 , 22/10/2012 07:00:03:336 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100102501Recovered Amount :0.0
4 , 22/10/2012 07:00:03:339 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100102501Default Amount :50000.0
4 , 22/10/2012 07:00:03:342 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:03:344 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:03:413 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:03:416 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101548301Oustanding Amount :60000.0
4 , 22/10/2012 07:00:03:419 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101548301Approved Application Amount :60000.0
4 , 22/10/2012 07:00:03:421 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101548301Claim Applied Amount :51000.0
4 , 22/10/2012 07:00:03:423 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101548301Recovered Amount :0.0
4 , 22/10/2012 07:00:03:426 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101548301Default Amount :31972.0
4 , 22/10/2012 07:00:03:429 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:03:432 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:03:494 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:00:03:497 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177301Oustanding Amount :47255.0
4 , 22/10/2012 07:00:03:500 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177301Approved Application Amount :50000.0
4 , 22/10/2012 07:00:03:502 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177301Claim Applied Amount :40167.0
4 , 22/10/2012 07:00:03:505 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177301Recovered Amount :0.0
4 , 22/10/2012 07:00:03:507 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177301Default Amount :60000.0
4 , 22/10/2012 07:00:03:509 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:00:03:511 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:00:03:579 , CPDAO , isRecoveryDetailsAvailable() , Exited!
