4 , 12/11/2008 11:50:05:462 , AdminDAO , getParameter , Entered
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , getApplicationsForApproval , has privilege
4 , 12/11/2008 11:50:10:200 , ApplicationProcessingAction , showAppsForApproval , Exited. Memory : 7031840
4 , 12/11/2008 12:48:30:479 , LogoutAction , logout , Entered
4 , 13/11/2008 12:45:18:706 , LoginAction , login , Entered
4 , 13/11/2008 12:45:19:096 , Login , login , Entered
4 , 13/11/2008 12:45:19:175 , AdminDAO , getParameter , Entered
4 , 13/11/2008 12:45:19:237 , AdminDAO , getParameter , Exited
4 , 13/11/2008 12:45:19:237 , AdminDAO , getUserInfo , Entered
4 , 13/11/2008 12:45:19:300 , AdminDAO , getUserInfo , Exited
4 , 13/11/2008 12:45:19:300 , AdminDAO , checkValidUserLogin() , Entered!
4 , 13/11/2008 12:45:19:315 , AdminDAO , checkValidUserLogin() , Exited!
4 , 13/11/2008 12:45:19:722 , CommonDAO , updateLastLoginDate , Entered
2 , 13/11/2008 12:45:19:753 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
4 , 13/11/2008 12:45:19:753 , CommonDAO , updateLastLoginDate , Exited
4 , 13/11/2008 12:45:19:753 , Login , login , Exited
4 , 13/11/2008 12:45:19:753 , AdminDAO , getPrivileges , Entered
4 , 13/11/2008 12:45:19:862 , AdminDAO , getPrivileges , Exited
4 , 13/11/2008 12:45:19:862 , AdminDAO , getAlerts , Entered
4 , 13/11/2008 12:45:19:894 , AdminDAO , getAlerts , Exited
4 , 13/11/2008 12:45:19:894 , AdminDAO , getMessage , Entered
4 , 13/11/2008 12:45:19:925 , AdminDAO , getMessage , Exited
4 , 13/11/2008 12:45:19:925 , RegistrationDAO , getMemberDetails , Entered
4 , 13/11/2008 12:45:19:941 , RegistrationDAO , getMemberDetails , Exited
4 , 13/11/2008 12:45:19:941 , LoginAction , login , Exited
4 , 13/11/2008 12:45:26:381 , LoginAction , getMainMenu , Entered
4 , 13/11/2008 12:45:26:381 , LoginAction , setMainMenu , Entered
4 , 13/11/2008 12:45:26:381 , BaseAction , getUserInformation , Entered
4 , 13/11/2008 12:45:26:381 , BaseAction , getUserInformation , Exited
4 , 13/11/2008 12:45:26:397 , LoginAction , setMainMenu , Exited
4 , 13/11/2008 12:45:26:397 , LoginAction , getMainMenu , Exited
4 , 13/11/2008 12:45:31:086 , Validator , validateDisplayClaimApproval , Entered
4 , 13/11/2008 12:45:31:086 , Validator , validateDisplayClaimApproval() , *******************************
4 , 13/11/2008 12:45:31:102 , Validator , validateDisplayClaimApproval() , clmdtl :null
4 , 13/11/2008 12:45:31:102 , Validator , validateDisplayClaimApproval() , clmEligibleAmnt :0.0
4 , 13/11/2008 12:45:31:102 , Validator , validateDisplayClaimApproval() , payAmntNow :null
4 , 13/11/2008 12:45:31:102 , Validator , validateDisplayClaimApproval() , *******************************
4 , 13/11/2008 12:45:31:102 , Validator , validateDisplayClaimApproval , Exited
4 , 13/11/2008 12:45:31:118 , ClaimAction , displayClaimApproval() , Entered
4 , 13/11/2008 12:45:31:149 , ClaimAction , displayClaimApproval() , *******************************
4 , 13/11/2008 12:45:31:149 , ClaimAction , displayClaimApproval() , flagClmRefDtl :null
4 , 13/11/2008 12:45:31:149 , ClaimAction , displayClaimApproval() , *******************************
4 , 13/11/2008 12:45:31:149 , AdminDAO , getUsers , Entered
4 , 13/11/2008 12:45:31:399 , AdminDAO , getUsers , Exited
4 , 13/11/2008 12:45:31:399 , BaseAction , getUserInformation , Entered
4 , 13/11/2008 12:45:31:399 , BaseAction , getUserInformation , Exited
4 , 13/11/2008 12:45:31:399 , BaseAction , getUserInformation , Entered
4 , 13/11/2008 12:45:31:399 , BaseAction , getUserInformation , Exited
4 , 13/11/2008 12:45:31:399 , ClaimAction , displayClaimApproval() , designation :ADMINISTRATOR
4 , 13/11/2008 12:45:31:399 , CPDAO , getClaimLimitDtls , Entered
4 , 13/11/2008 12:45:31:602 , CPDAO , getClaimLimitDtls , Printing the HashMap :{Max Claim Approved Amount=0.0, Claim Valid From Date=null, Claim Valid To Date=null}
4 , 13/11/2008 12:45:31:602 , CPDAO , getClaimLimitDtls , Exited
4 , 13/11/2008 12:45:31:602 , ClaimAction , displayClaimApproval() , maxClmApprvdAmnt :0.0
4 , 13/11/2008 12:45:31:602 , ClaimsProcessor , getClaimProcessingDetails() , Entered
4 , 13/11/2008 12:45:31:602 , CPDAO , getClaimProcessingDetails() , Entered!
4 , 13/11/2008 12:45:32:728 , CPDAO , getClaimProcessingDetails() , Exited!
4 , 13/11/2008 12:45:32:728 , AdminDAO , getParameter , Entered
4 , 13/11/2008 12:45:32:743 , AdminDAO , getParameter , Exited
4 , 13/11/2008 12:45:32:743 , ClaimsProcessor , getClaimProcessingDetails() , clmProcessingDtls.size() :189
4 , 13/11/2008 12:45:32:743 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 12:45:32:978 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 12:45:32:978 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010005101Oustanding Amount :31478.0
4 , 13/11/2008 12:45:32:978 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010005101Approved Application Amount :60000.0
4 , 13/11/2008 12:45:32:978 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010005101Claim Applied Amount :23609.0
4 , 13/11/2008 12:45:32:978 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010005101Recovered Amount :21942.0
4 , 13/11/2008 12:45:32:978 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010005101Default Amount :31478.0
4 , 13/11/2008 12:45:32:978 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 12:45:32:978 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 12:45:33:009 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 12:45:33:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010022701Oustanding Amount :29480.0
4 , 13/11/2008 12:45:33:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010022701Approved Application Amount :87500.0
4 , 13/11/2008 12:45:33:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010022701Claim Applied Amount :22110.0
4 , 13/11/2008 12:45:33:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010022701Recovered Amount :7500.0
4 , 13/11/2008 12:45:33:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010022701Default Amount :29480.0
4 , 13/11/2008 12:45:33:025 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 12:45:33:025 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 12:45:33:056 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 12:45:33:056 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007301Oustanding Amount :24000.0
4 , 13/11/2008 12:45:33:056 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007301Approved Application Amount :28500.0
4 , 13/11/2008 12:45:33:072 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007301Claim Applied Amount :18000.0
4 , 13/11/2008 12:45:33:072 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007301Recovered Amount :4500.0
4 , 13/11/2008 12:45:33:072 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007301Default Amount :24000.0
4 , 13/11/2008 12:45:33:072 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 12:45:33:072 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 12:45:33:087 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 12:45:33:087 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010004901Oustanding Amount :27900.0
4 , 13/11/2008 12:45:33:087 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010004901Approved Application Amount :47500.0
4 , 13/11/2008 12:45:33:087 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010004901Claim Applied Amount :20925.0
4 , 13/11/2008 12:45:33:087 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010004901Recovered Amount :0.0
4 , 13/11/2008 12:45:33:087 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010004901Default Amount :27900.0
4 , 13/11/2008 12:45:33:087 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 12:45:33:087 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 12:45:33:134 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 12:45:33:134 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007801Oustanding Amount :61400.0
4 , 13/11/2008 12:45:33:134 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007801Approved Application Amount :71250.0
4 , 13/11/2008 12:45:33:134 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007801Claim Applied Amount :46050.0
4 , 13/11/2008 12:45:33:134 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007801Recovered Amount :7500.0
4 , 13/11/2008 12:45:33:134 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007801Default Amount :61400.0
4 , 13/11/2008 12:45:33:134 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 12:45:33:134 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 12:45:33:150 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 12:45:33:150 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010006901Oustanding Amount :55750.0
4 , 13/11/2008 12:45:33:150 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010006901Approved Application Amount :71250.0
4 , 13/11/2008 12:45:33:150 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010006901Claim Applied Amount :41813.0
4 , 13/11/2008 12:45:33:150 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010006901Recovered Amount :14500.0
4 , 13/11/2008 12:45:33:150 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010006901Default Amount :55750.0
4 , 13/11/2008 12:45:33:150 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 12:45:33:150 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 12:45:33:165 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 12:45:33:165 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05OR020004601Oustanding Amount :62805.0
4 , 13/11/2008 12:45:33:165 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05OR020004601Approved Application Amount :87500.0
4 , 13/11/2008 12:45:33:165 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05OR020004601Claim Applied Amount :38479.0
4 , 13/11/2008 12:45:33:165 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05OR020004601Recovered Amount :0.0
4 , 13/11/2008 12:45:33:165 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05OR020004601Default Amount :62805.0
4 , 13/11/2008 12:45:33:165 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 12:45:33:165 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 12:45:33:197 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 12:45:33:197 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP030011201Oustanding Amount :510000.0
4 , 13/11/2008 12:45:33:197 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP030011201Approved Application Amount :510000.0
4 , 13/11/2008 12:45:33:197 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP030011201Claim Applied Amount :382500.0
4 , 13/11/2008 12:45:33:197 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP030011201Recovered Amount :28417.5
4 , 13/11/2008 12:45:33:197 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP030011201Default Amount :510000.0
4 , 13/11/2008 12:45:33:197 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 12:45:33:197 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 12:45:33:212 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 12:45:33:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010008201Oustanding Amount :23750.0
4 , 13/11/2008 12:45:33:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010008201Approved Application Amount :25000.0
4 , 13/11/2008 12:45:33:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010008201Claim Applied Amount :23750.0
4 , 13/11/2008 12:45:33:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010008201Recovered Amount :0.0
4 , 13/11/2008 12:45:33:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010008201Default Amount :23750.0
4 , 13/11/2008 12:45:33:212 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 12:45:33:212 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 12:45:33:244 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 12:45:33:244 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007601Oustanding Amount :15550.0
4 , 13/11/2008 12:45:33:244 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007601Approved Application Amount :20000.0
4 , 13/11/2008 12:45:33:244 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007601Claim Applied Amount :11663.0
4 , 13/11/2008 12:45:33:244 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007601Recovered Amount :0.0
4 , 13/11/2008 12:45:33:244 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007601Default Amount :15550.0
4 , 13/11/2008 12:45:33:244 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 12:45:33:244 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 12:45:33:259 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 12:45:33:259 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007001Oustanding Amount :61450.0
4 , 13/11/2008 12:45:33:259 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007001Approved Application Amount :71250.0
4 , 13/11/2008 12:45:33:259 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL05MP010007001Claim Applied Amount :46088.0
