2 , 24/11/2008 15:03:08:224 , CPDAO , getAppRefNumber() , Entered
4 , 25/11/2008 10:26:52:234 , CPDAO , isNPADetailsAvailable() , Entered!
4 , 25/11/2008 10:26:52:234 , CPDAO , isNPADetailsAvailable() , Borrower Id :KE0601698
4 , 25/11/2008 10:26:52:734 , CPDAO , isNPADetailsAvailable() , Exited!
4 , 25/11/2008 10:26:52:734 , CPDAO , isLegalProceedingsDetailAvl() , Entered!
4 , 25/11/2008 10:26:53:187 , CPDAO , isLegalProceedingsDetailAvl() , Exited!
4 , 25/11/2008 10:26:54:609 , BaseAction , getUserInformation , Entered
4 , 25/11/2008 10:26:54:609 , BaseAction , getUserInformation , Exited
4 , 25/11/2008 10:26:54:609 , CPDAO , getCGPANDetailsForBorrowerId() , Entered!
2 , 25/11/2008 10:26:55:625 , CPDAO , getAppRefNumber() , Entered
2 , 25/11/2008 10:26:55:640 , CPDAO , getAppRefNumber() , Exited
2 , 25/11/2008 10:26:56:171 , CPDAO , getAppRefNumber() , Entered
2 , 25/11/2008 10:26:56:171 , CPDAO , getAppRefNumber() , Exited
4 , 25/11/2008 10:26:56:375 , CPDAO , getAllClaimsFiled() , Entered!
4 , 25/11/2008 10:26:56:375 , CPDAO , getAllClaimsFiled() , Exited!
4 , 25/11/2008 10:26:56:375 , CPDAO , getDisbursementDetails , Entered
4 , 25/11/2008 10:26:57:390 , CPDAO , get disbursementDetails , Exited
4 , 25/11/2008 10:26:57:390 , CPDAO , getCGPANDetailsForBorrowerId() , Size of disbursementDetails Dtls :1
4 , 25/11/2008 10:26:57:390 , CPDAO , getCGPANDetailsForBorrowerId() , Size of disbDtls Dtls :1
4 , 25/11/2008 10:26:57:390 , CPDAO , getCGPANDetailsForBorrowerId() , Size of Nested Dtls :1
4 , 25/11/2008 10:26:57:390 , CPDAO , getCGPANDetailsForBorrowerId() , cgpan :CG200608337TC
4 , 25/11/2008 10:26:57:390 , CPDAO , getCGPANDetailsForBorrowerId() , presentDsbrsmntDt :Thu May 04 00:00:00 IST 2006
4 , 25/11/2008 10:26:57:390 , CPDAO , getCGPANDetailsForBorrowerId() , allcgpandetails size :2
4 , 25/11/2008 10:26:57:390 , CPDAO , getCGPANDetailsForBorrowerId() , priting hasmap in allcgpandetails vector :{ApprovedAmount=1143000.0, APPLICATION_STATUS=AP, EnhancedApprovedAmount=0.0, GUARANTEESTARTDT=2006-08-19, LoanType=TC, CGPAN=CG200608337TC}
4 , 25/11/2008 10:26:57:390 , CPDAO , getCGPANDetailsForBorrowerId() , priting hasmap in allcgpandetails vector :{ApprovedAmount=500000.0, APPLICATION_STATUS=AP, EnhancedApprovedAmount=0.0, GUARANTEESTARTDT=2006-08-19, LoanType=WC, CGPAN=CG200608337WC}
4 , 25/11/2008 10:26:57:390 , CPDAO , get Repayment Details , Entered
4 , 25/11/2008 10:26:57:781 , CPDAO , get Repayment Details , Exited
4 , 25/11/2008 10:26:57:781 , CPDAO , get Repayment Details , Entered
4 , 25/11/2008 10:26:57:781 , CPDAO , get Repayment Details , Exited
4 , 25/11/2008 10:26:57:781 , CPDAO , getCGPANDetailsForBorrowerId() , Exited!
4 , 25/11/2008 10:26:57:781 , CPDAO , getCGPANDetailsForBorrowerId() , ------> Printing the hashmap from CPDAO:{ApprovedAmount=1143000.0, APPLICATION_STATUS=AP, LASTDSBRSMNTDT=Thu May 04 00:00:00 IST 2006, EnhancedApprovedAmount=0.0, GUARANTEESTARTDT=2006-08-19, LoanType=TC, CGPAN=CG200608337TC}
4 , 25/11/2008 10:26:57:781 , CPDAO , getCGPANDetailsForBorrowerId() , ------> Printing the hashmap from CPDAO:{ApprovedAmount=500000.0, APPLICATION_STATUS=AP, EnhancedApprovedAmount=0.0, GUARANTEESTARTDT=2006-08-19, LoanType=WC, CGPAN=CG200608337WC}
4 , 25/11/2008 10:26:57:781 , ReportsDAO , getClaimAttachments , Entered
4 , 25/11/2008 10:26:58:359 , ReportsDAO , getClaimAttachments , Exited
4 , 25/11/2008 10:27:31:593 , ReportsAction , displayClmRefNumberDtl , Entered
4 , 25/11/2008 10:27:31:593 , ReportsAction , displayListOfClaimRefNumbers , Claim Application Status being queried :NE
4 , 25/11/2008 10:27:31:593 , BaseAction , getUserInformation , Entered
4 , 25/11/2008 10:27:31:593 , BaseAction , getUserInformation , Exited
4 , 25/11/2008 10:27:31:750 , CPDAO , getMemberInfoDetails() , Entered!
4 , 25/11/2008 10:27:31:750 , CPDAO , getMemberInfoDetails() , Exited!
4 , 25/11/2008 10:27:31:750 , CPDAO , getBorrowerDetails() , Entered!
4 , 25/11/2008 10:27:31:906 , CPDAO , getBorrowerDetails() , Exited!
4 , 25/11/2008 10:27:31:906 , CPDAO , isNPADetailsAvailable() , Entered!
4 , 25/11/2008 10:27:31:906 , CPDAO , isNPADetailsAvailable() , Borrower Id :KE0601362
4 , 25/11/2008 10:27:32:125 , CPDAO , isNPADetailsAvailable() , Exited!
4 , 25/11/2008 10:27:32:125 , CPDAO , isLegalProceedingsDetailAvl() , Entered!
4 , 25/11/2008 10:27:32:312 , CPDAO , isLegalProceedingsDetailAvl() , Exited!
4 , 25/11/2008 10:27:33:703 , BaseAction , getUserInformation , Entered
4 , 25/11/2008 10:27:33:703 , BaseAction , getUserInformation , Exited
4 , 25/11/2008 10:27:33:718 , CPDAO , getCGPANDetailsForBorrowerId() , Entered!
2 , 25/11/2008 10:27:34:750 , CPDAO , getAppRefNumber() , Entered
2 , 25/11/2008 10:27:34:750 , CPDAO , getAppRefNumber() , Exited
4 , 25/11/2008 10:27:34:890 , CPDAO , getAllClaimsFiled() , Entered!
4 , 25/11/2008 10:27:34:890 , CPDAO , getAllClaimsFiled() , Exited!
4 , 25/11/2008 10:27:34:890 , CPDAO , getDisbursementDetails , Entered
4 , 25/11/2008 10:27:35:125 , CPDAO , get disbursementDetails , Exited
4 , 25/11/2008 10:27:35:125 , CPDAO , getCGPANDetailsForBorrowerId() , Size of disbursementDetails Dtls :1
4 , 25/11/2008 10:27:35:125 , CPDAO , getCGPANDetailsForBorrowerId() , Size of disbDtls Dtls :0
4 , 25/11/2008 10:27:35:125 , CPDAO , get Repayment Details , Entered
4 , 25/11/2008 10:27:35:125 , CPDAO , get Repayment Details , Exited
4 , 25/11/2008 10:27:35:125 , CPDAO , getCGPANDetailsForBorrowerId() , Exited!
4 , 25/11/2008 10:27:35:125 , CPDAO , getCGPANDetailsForBorrowerId() , ------> Printing the hashmap from CPDAO:{ApprovedAmount=200000.0, APPLICATION_STATUS=AP, EnhancedApprovedAmount=0.0, GUARANTEESTARTDT=2006-07-19, LoanType=WC, CGPAN=CG200606700WC}
4 , 25/11/2008 10:27:35:125 , ReportsDAO , getClaimAttachments , Entered
4 , 25/11/2008 10:27:35:468 , ReportsDAO , getClaimAttachments , Exited
4 , 25/11/2008 10:28:50:203 , ReportsAction , displayClmRefNumberDtl , Entered
4 , 25/11/2008 10:28:50:203 , ReportsAction , displayListOfClaimRefNumbers , Claim Application Status being queried :NE
4 , 25/11/2008 10:28:50:203 , BaseAction , getUserInformation , Entered
4 , 25/11/2008 10:28:50:203 , BaseAction , getUserInformation , Exited
4 , 25/11/2008 10:28:50:343 , CPDAO , getMemberInfoDetails() , Entered!
4 , 25/11/2008 10:28:50:359 , CPDAO , getMemberInfoDetails() , Exited!
4 , 25/11/2008 10:28:50:359 , CPDAO , getBorrowerDetails() , Entered!
4 , 25/11/2008 10:28:50:500 , CPDAO , getBorrowerDetails() , Exited!
4 , 25/11/2008 10:28:50:500 , CPDAO , isNPADetailsAvailable() , Entered!
4 , 25/11/2008 10:28:50:500 , CPDAO , isNPADetailsAvailable() , Borrower Id :KE0600890
4 , 25/11/2008 10:28:50:718 , CPDAO , isNPADetailsAvailable() , Exited!
4 , 25/11/2008 10:28:50:718 , CPDAO , isLegalProceedingsDetailAvl() , Entered!
4 , 25/11/2008 10:28:51:203 , CPDAO , isLegalProceedingsDetailAvl() , Exited!
4 , 25/11/2008 10:28:52:640 , BaseAction , getUserInformation , Entered
4 , 25/11/2008 10:28:52:640 , BaseAction , getUserInformation , Exited
4 , 25/11/2008 10:28:52:640 , CPDAO , getCGPANDetailsForBorrowerId() , Entered!
2 , 25/11/2008 10:28:53:671 , CPDAO , getAppRefNumber() , Entered
2 , 25/11/2008 10:28:53:718 , CPDAO , getAppRefNumber() , Exited
2 , 25/11/2008 10:28:53:843 , CPDAO , getAppRefNumber() , Entered
2 , 25/11/2008 10:28:53:843 , CPDAO , getAppRefNumber() , Exited
4 , 25/11/2008 10:28:54:031 , CPDAO , getAllClaimsFiled() , Entered!
4 , 25/11/2008 10:28:54:046 , CPDAO , getAllClaimsFiled() , Exited!
4 , 25/11/2008 10:28:54:046 , CPDAO , getDisbursementDetails , Entered
4 , 25/11/2008 10:28:54:609 , CPDAO , get disbursementDetails , Exited
4 , 25/11/2008 10:28:54:609 , CPDAO , getCGPANDetailsForBorrowerId() , Size of disbursementDetails Dtls :1
4 , 25/11/2008 10:28:54:609 , CPDAO , getCGPANDetailsForBorrowerId() , Size of disbDtls Dtls :1
4 , 25/11/2008 10:28:54:609 , CPDAO , getCGPANDetailsForBorrowerId() , Size of Nested Dtls :1
4 , 25/11/2008 10:28:54:609 , CPDAO , getCGPANDetailsForBorrowerId() , cgpan :CG200603834TC
4 , 25/11/2008 10:28:54:609 , CPDAO , getCGPANDetailsForBorrowerId() , presentDsbrsmntDt :Sat Jul 16 00:00:00 IST 2005
4 , 25/11/2008 10:28:54:609 , CPDAO , getCGPANDetailsForBorrowerId() , allcgpandetails size :2
4 , 25/11/2008 10:28:54:609 , CPDAO , getCGPANDetailsForBorrowerId() , priting hasmap in allcgpandetails vector :{ApprovedAmount=8250.0, APPLICATION_STATUS=AP, EnhancedApprovedAmount=0.0, GUARANTEESTARTDT=2006-04-21, LoanType=WC, CGPAN=CG200603834WC}
4 , 25/11/2008 10:28:54:609 , CPDAO , getCGPANDetailsForBorrowerId() , priting hasmap in allcgpandetails vector :{ApprovedAmount=16750.0, APPLICATION_STATUS=EX, EnhancedApprovedAmount=0.0, GUARANTEESTARTDT=2006-10-16, LoanType=TC, CGPAN=CG200603834TC}
4 , 25/11/2008 10:28:54:609 , CPDAO , get Repayment Details , Entered
4 , 25/11/2008 10:28:54:625 , CPDAO , get Repayment Details , Exited
4 , 25/11/2008 10:28:54:625 , CPDAO , get Repayment Details , Entered
4 , 25/11/2008 10:28:54:625 , CPDAO , get Repayment Details , Exited
4 , 25/11/2008 10:28:54:625 , CPDAO , getCGPANDetailsForBorrowerId() , Exited!
4 , 25/11/2008 10:28:54:625 , CPDAO , getCGPANDetailsForBorrowerId() , ------> Printing the hashmap from CPDAO:{ApprovedAmount=8250.0, APPLICATION_STATUS=AP, EnhancedApprovedAmount=0.0, GUARANTEESTARTDT=2006-04-21, LoanType=WC, CGPAN=CG200603834WC}
4 , 25/11/2008 10:28:54:625 , CPDAO , getCGPANDetailsForBorrowerId() , ------> Printing the hashmap from CPDAO:{ApprovedAmount=16750.0, APPLICATION_STATUS=EX, LASTDSBRSMNTDT=Sat Jul 16 00:00:00 IST 2005, EnhancedApprovedAmount=0.0, GUARANTEESTARTDT=2006-10-16, LoanType=TC, CGPAN=CG200603834TC}
4 , 25/11/2008 10:28:54:625 , ReportsDAO , getClaimAttachments , Entered
4 , 25/11/2008 10:28:54:859 , ReportsDAO , getClaimAttachments , Exited
4 , 25/11/2008 10:29:53:232 , LoginAction , getMainMenu , Entered
4 , 25/11/2008 10:29:53:232 , LoginAction , setMainMenu , Entered
4 , 25/11/2008 10:29:53:232 , BaseAction , getUserInformation , Entered
4 , 25/11/2008 10:29:53:232 , BaseAction , getUserInformation , Exited
4 , 25/11/2008 10:29:53:232 , LoginAction , setMainMenu , Exited
4 , 25/11/2008 10:29:53:232 , LoginAction , getMainMenu , Exited
4 , 25/11/2008 10:29:58:199 , LoginAction , getSubMenu , Entered
4 , 25/11/2008 10:29:58:199 , LoginAction , setSubMenu , Entered
4 , 25/11/2008 10:29:58:199 , BaseAction , getUserInformation , Entered
4 , 25/11/2008 10:29:58:199 , BaseAction , getUserInformation , Exited
4 , 25/11/2008 10:29:58:199 , LoginAction , setSubMenu , Exited
4 , 25/11/2008 10:29:58:199 , LoginAction , getSubMenu , Exited
4 , 25/11/2008 12:59:26:348 , LoginAction , getMainMenu , Entered
4 , 25/11/2008 12:59:26:348 , LoginAction , setMainMenu , Entered
4 , 25/11/2008 12:59:26:348 , BaseAction , getUserInformation , Entered
4 , 25/11/2008 12:59:27:989 , LogoutAction , logout , Entered
4 , 25/11/2008 18:01:25:013 , LoginAction , login , Entered
4 , 25/11/2008 18:01:25:372 , Login , login , Entered
4 , 25/11/2008 18:01:25:403 , AdminDAO , getParameter , Entered
4 , 25/11/2008 18:01:25:435 , AdminDAO , getParameter , Exited
4 , 25/11/2008 18:01:25:435 , AdminDAO , getUserInfo , Entered
4 , 25/11/2008 18:01:25:482 , AdminDAO , getUserInfo , Exited
4 , 25/11/2008 18:01:25:482 , AdminDAO , checkValidUserLogin() , Entered!
4 , 25/11/2008 18:01:25:497 , AdminDAO , checkValidUserLogin() , Exited!
4 , 25/11/2008 18:01:26:013 , CommonDAO , updateLastLoginDate , Entered
2 , 25/11/2008 18:01:26:013 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
4 , 25/11/2008 18:01:26:013 , CommonDAO , updateLastLoginDate , Exited
4 , 25/11/2008 18:01:26:013 , Login , login , Exited
4 , 25/11/2008 18:01:26:013 , AdminDAO , getPrivileges , Entered
4 , 25/11/2008 18:01:26:060 , AdminDAO , getPrivileges , Exited
4 , 25/11/2008 18:01:26:060 , AdminDAO , getAlerts , Entered
4 , 25/11/2008 18:01:26:075 , AdminDAO , getAlerts , Exited
4 , 25/11/2008 18:01:26:075 , AdminDAO , getMessage , Entered
4 , 25/11/2008 18:01:26:091 , AdminDAO , getMessage , Exited
4 , 25/11/2008 18:01:26:091 , RegistrationDAO , getMemberDetails , Entered
4 , 25/11/2008 18:01:26:091 , RegistrationDAO , getMemberDetails , Exited
4 , 25/11/2008 18:01:26:091 , LoginAction , login , Exited
4 , 25/11/2008 18:01:27:716 , LoginAction , getMainMenu , Entered
4 , 25/11/2008 18:01:27:716 , LoginAction , setMainMenu , Entered
4 , 25/11/2008 18:01:27:716 , BaseAction , getUserInformation , Entered
4 , 25/11/2008 18:01:27:716 , BaseAction , getUserInformation , Exited
4 , 25/11/2008 18:01:27:716 , LoginAction , setMainMenu , Exited
4 , 25/11/2008 18:01:27:716 , LoginAction , getMainMenu , Exited
4 , 25/11/2008 18:01:30:388 , LoginAction , getSubMenu , Entered
4 , 25/11/2008 18:01:30:388 , LoginAction , setSubMenu , Entered
4 , 25/11/2008 18:01:30:388 , BaseAction , getUserInformation , Entered
4 , 25/11/2008 18:01:30:404 , BaseAction , getUserInformation , Exited
4 , 25/11/2008 18:01:30:404 , LoginAction , setSubMenu , Exited
4 , 25/11/2008 18:01:30:404 , LoginAction , getSubMenu , Exited
4 , 25/11/2008 18:07:16:011 , LoginAction , login , Entered
4 , 25/11/2008 18:07:16:355 , Login , login , Entered
4 , 25/11/2008 18:07:16:355 , AdminDAO , getParameter , Entered
4 , 25/11/2008 18:07:16:386 , AdminDAO , getParameter , Exited
4 , 25/11/2008 18:07:16:386 , AdminDAO , getUserInfo , Entered
4 , 25/11/2008 18:07:16:417 , AdminDAO , getUserInfo , Exited
4 , 25/11/2008 18:07:16:417 , AdminDAO , checkValidUserLogin() , Entered!
4 , 25/11/2008 18:07:16:417 , AdminDAO , checkValidUserLogin() , Exited!
4 , 25/11/2008 18:07:16:714 , CommonDAO , updateLastLoginDate , Entered
2 , 25/11/2008 18:07:16:714 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
4 , 25/11/2008 18:07:16:730 , CommonDAO , updateLastLoginDate , Exited
4 , 25/11/2008 18:07:16:730 , Login , login , Exited
4 , 25/11/2008 18:07:16:730 , AdminDAO , getPrivileges , Entered
4 , 25/11/2008 18:07:16:808 , AdminDAO , getPrivileges , Exited
4 , 25/11/2008 18:07:16:808 , AdminDAO , getAlerts , Entered
4 , 25/11/2008 18:07:16:808 , AdminDAO , getAlerts , Exited
4 , 25/11/2008 18:07:16:808 , AdminDAO , getMessage , Entered
4 , 25/11/2008 18:07:16:823 , AdminDAO , getMessage , Exited
4 , 25/11/2008 18:07:16:823 , RegistrationDAO , getMemberDetails , Entered
4 , 25/11/2008 18:07:16:839 , RegistrationDAO , getMemberDetails , Exited
4 , 25/11/2008 18:07:16:839 , LoginAction , login , Exited
4 , 25/11/2008 18:07:21:058 , LoginAction , getMainMenu , Entered
4 , 25/11/2008 18:07:21:058 , LoginAction , setMainMenu , Entered
4 , 25/11/2008 18:07:21:058 , BaseAction , getUserInformation , Entered
4 , 25/11/2008 18:07:21:058 , BaseAction , getUserInformation , Exited
4 , 25/11/2008 18:07:21:058 , LoginAction , setMainMenu , Exited
4 , 25/11/2008 18:07:21:058 , LoginAction , getMainMenu , Exited
4 , 25/11/2008 18:07:23:777 , LoginAction , getSubMenu , Entered
4 , 25/11/2008 18:07:23:777 , LoginAction , setSubMenu , Entered
4 , 25/11/2008 18:07:23:777 , BaseAction , getUserInformation , Entered
4 , 25/11/2008 18:07:23:777 , BaseAction , getUserInformation , Exited
4 , 25/11/2008 18:07:23:777 , LoginAction , setSubMenu , Exited
4 , 25/11/2008 18:07:23:777 , LoginAction , getSubMenu , Exited
4 , 25/11/2008 18:07:50:811 , ReportsAction , applicationApprovedReportInput , Entered
4 , 25/11/2008 18:07:50:842 , ReportsAction , applicationApprovedReportInput , Exited
4 , 25/11/2008 18:08:04:655 , ReportsAction , applicationApprovedReport , Entered
4 , 25/11/2008 18:08:04:655 , ReportsManager , getapplicationApprovedReport , Entered
4 , 25/11/2008 18:08:04:655 , ReportDAO ,  getapplicationApprovedReport , Entered
4 , 25/11/2008 18:08:05:265 , ReportDAO ,  getapplicationApprovedReport , Exited
4 , 25/11/2008 18:08:05:265 , ReportsManager , getapplicationApprovedReport , Exited
4 , 25/11/2008 18:08:05:265 , ReportsAction , applicationApprovedReport , Exited
4 , 25/11/2008 18:08:14:047 , LogoutAction , logout , Entered
4 , 25/11/2008 18:08:14:047 , LogoutAction , logout , Exited
4 , 26/11/2008 10:19:15:773 , LoginAction , login , Entered
4 , 26/11/2008 10:19:16:054 , Login , login , Entered
4 , 26/11/2008 10:19:16:054 , AdminDAO , getParameter , Entered
4 , 26/11/2008 10:19:16:085 , AdminDAO , getParameter , Exited
4 , 26/11/2008 10:19:16:101 , AdminDAO , getUserInfo , Entered
4 , 26/11/2008 10:19:16:148 , AdminDAO , getUserInfo , Exited
4 , 26/11/2008 10:19:16:148 , AdminDAO , checkValidUserLogin() , Entered!
4 , 26/11/2008 10:19:16:148 , AdminDAO , checkValidUserLogin() , Exited!
4 , 26/11/2008 10:19:16:538 , CommonDAO , updateLastLoginDate , Entered
2 , 26/11/2008 10:19:16:538 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
4 , 26/11/2008 10:19:16:538 , CommonDAO , updateLastLoginDate , Exited
4 , 26/11/2008 10:19:16:538 , Login , login , Exited
4 , 26/11/2008 10:19:16:538 , AdminDAO , getPrivileges , Entered
4 , 26/11/2008 10:19:16:585 , AdminDAO , getPrivileges , Exited
4 , 26/11/2008 10:19:16:585 , AdminDAO , getAlerts , Entered
4 , 26/11/2008 10:19:16:600 , AdminDAO , getAlerts , Exited
4 , 26/11/2008 10:19:16:600 , AdminDAO , getMessage , Entered
4 , 26/11/2008 10:19:16:616 , AdminDAO , getMessage , Exited
4 , 26/11/2008 10:19:16:616 , RegistrationDAO , getMemberDetails , Entered
4 , 26/11/2008 10:19:16:632 , RegistrationDAO , getMemberDetails , Exited
4 , 26/11/2008 10:19:16:632 , LoginAction , login , Exited
4 , 26/11/2008 10:19:18:318 , LoginAction , getMainMenu , Entered
4 , 26/11/2008 10:19:18:318 , LoginAction , setMainMenu , Entered
4 , 26/11/2008 10:19:18:318 , BaseAction , getUserInformation , Entered
4 , 26/11/2008 10:19:18:318 , BaseAction , getUserInformation , Exited
4 , 26/11/2008 10:19:18:334 , LoginAction , setMainMenu , Exited
4 , 26/11/2008 10:19:18:334 , LoginAction , getMainMenu , Exited
4 , 26/11/2008 10:19:21:582 , LoginAction , getSubMenu , Entered
4 , 26/11/2008 10:19:21:582 , LoginAction , setSubMenu , Entered
4 , 26/11/2008 10:19:21:582 , BaseAction , getUserInformation , Entered
4 , 26/11/2008 10:19:21:597 , BaseAction , getUserInformation , Exited
4 , 26/11/2008 10:19:21:597 , LoginAction , setSubMenu , Exited
4 , 26/11/2008 10:19:21:597 , LoginAction , getSubMenu , Exited
4 , 26/11/2008 10:19:23:846 , ReportsAction , showMliListPath , Entered
4 , 26/11/2008 10:19:23:846 , ReportsManager , getAppListMliWise , Entered
4 , 26/11/2008 10:19:23:846 , ReportDAO , AppListMliWise , Entered
4 , 26/11/2008 10:19:23:940 , ReportDAO , AppListMliWise , Exited
4 , 26/11/2008 10:19:23:940 , ReportsManager , getAppListMliWise , Exited
4 , 26/11/2008 10:19:23:940 , ReportsAction , showMliListPath , Exited
4 , 26/11/2008 10:19:31:529 , BaseAction , getUserInformation , Entered
4 , 26/11/2008 10:19:31:529 , BaseAction , getUserInformation , Exited
4 , 26/11/2008 10:19:31:529 , ApplicationProcessingAction , getApplicationsForApprovalPath , Before callin getappsforapproval frm processor
4 , 26/11/2008 10:19:31:529 , ApplicationProcessor , getApplicationsForApprovalPath , Entered. Memory : 31019256
4 , 26/11/2008 10:19:31:529 , ApplicationProcessor , checkDuplicatePath , Entered
4 , 26/11/2008 10:19:31:529 , ApplicationDAO , checkDuplicatePath , Entered
4 , 26/11/2008 10:19:31:607 , ApplicationDAO , checkDuplicatePath , Just Before 
4 , 26/11/2008 10:19:31:607 , ApplicationDAO , checkDuplicatePath , After
4 , 26/11/2008 10:19:32:997 , ApplicationDAO , checkDuplicatePath , Exited
4 , 26/11/2008 10:19:32:997 , ApplicationProcessor , checkDuplicatePath , Entering if flag is A
4 , 26/11/2008 10:19:32:997 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 26/11/2008 10:19:33:012 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 26/11/2008 10:19:33:012 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 26/11/2008 10:19:33:012 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 26/11/2008 10:19:33:012 , ApplicationProcessor , checkDuplicate , Exited
4 , 26/11/2008 10:19:33:012 , ApplicationDAO , viewApplicationsForApprovalPath , Entered
4 , 26/11/2008 10:19:35:933 , ApplicationDAO , viewApplicationsForApprovalPath , applicationCount0
4 , 26/11/2008 10:19:35:964 , ApplicationDAO , viewApplicationsForApprovalPath , Exited
4 , 26/11/2008 10:19:46:145 , AdminDAO , getParameter , Entered
4 , 26/11/2008 10:19:46:161 , AdminDAO , getParameter , Exited
4 , 26/11/2008 10:19:46:161 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:10000.0
4 , 26/11/2008 10:19:46:161 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:10000.0
4 , 26/11/2008 10:19:47:473 , AdminDAO , getParameter , Entered
4 , 26/11/2008 10:19:47:473 , AdminDAO , getParameter , Exited
4 , 26/11/2008 10:19:47:473 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:10000.0
4 , 26/11/2008 10:19:47:488 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:10000.0
4 , 26/11/2008 10:19:48:769 , AdminDAO , getParameter , Entered
4 , 26/11/2008 10:19:48:769 , AdminDAO , getParameter , Exited
4 , 26/11/2008 10:19:48:769 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:15000.0
4 , 26/11/2008 10:19:48:769 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:15000.0
4 , 26/11/2008 10:19:50:112 , AdminDAO , getParameter , Entered
4 , 26/11/2008 10:19:50:112 , AdminDAO , getParameter , Exited
4 , 26/11/2008 10:19:50:112 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:100000.0
4 , 26/11/2008 10:19:50:112 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:100000.0
4 , 26/11/2008 10:19:51:439 , AdminDAO , getParameter , Entered
4 , 26/11/2008 10:19:51:439 , AdminDAO , getParameter , Exited
4 , 26/11/2008 10:19:51:439 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:40000.0
4 , 26/11/2008 10:19:51:439 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:40000.0
4 , 26/11/2008 10:19:52:673 , AdminDAO , getParameter , Entered
4 , 26/11/2008 10:19:52:673 , AdminDAO , getParameter , Exited
4 , 26/11/2008 10:19:52:673 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:18000.0
4 , 26/11/2008 10:19:52:673 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:18000.0
4 , 26/11/2008 10:19:52:673 , ApplicationProcessor , getApplicationsForApproval , Exited. Memory : 15786120
4 , 26/11/2008 10:19:52:673 , ApplicationProcessingAction , getApplicationsForApprovalPath , After callin getappsforapproval frm processor
4 , 26/11/2008 10:19:52:673 , ApplicationProcessor , getMessageTitleContent , Entered
4 , 26/11/2008 10:19:52:673 , ApplicationDAO , getMessageTitleContent , Entered
4 , 26/11/2008 10:19:52:719 , ApplicationDAO , getMessageTitleContent , Exited
4 , 26/11/2008 10:19:52:719 , ApplicationProcessor , getMessageTitleContent , Exited
4 , 26/11/2008 10:19:52:719 , ApplicationProcessingAction , getApplicationsForApprovalPath , apForm Map size :0
4 , 26/11/2008 10:19:52:719 , ApplicationProcessingAction , getApplicationsForApprovalPath , apForm Map size :0
4 , 26/11/2008 10:19:52:719 , ApplicationProcessingAction , getApplicationsForApprovalPath , apForm Map size :0
4 , 26/11/2008 10:19:52:719 , ApplicationProcessingAction , getApplicationsForApprovalPath , apForm Map size :0
4 , 26/11/2008 10:19:52:719 , ApplicationProcessingAction , getApplicationsForApprovalPath , apForm Map size :0
4 , 26/11/2008 10:19:52:719 , ApplicationProcessingAction , getApplicationsForApprovalPath , apForm Map size :0
4 , 26/11/2008 10:19:52:719 , ApplicationProcessingAction , showAppsForApprovalPath , Exited. Memory : 15572336
4 , 26/11/2008 10:23:11:164 , BaseAction , getUserInformation , Entered
4 , 26/11/2008 10:23:11:164 , BaseAction , getUserInformation , Exited
4 , 26/11/2008 10:23:11:164 , ApplicationProcessingAction , getApplicationsForApprovalPath , Before callin getappsforapproval frm processor
4 , 26/11/2008 10:23:11:164 , ApplicationProcessor , getApplicationsForApprovalPath , Entered. Memory : 12782664
4 , 26/11/2008 10:23:11:164 , ApplicationProcessor , checkDuplicatePath , Entered
4 , 26/11/2008 10:23:11:164 , ApplicationDAO , checkDuplicatePath , Entered
4 , 26/11/2008 10:23:11:164 , ApplicationDAO , checkDuplicatePath , Just Before 
4 , 26/11/2008 10:23:11:226 , ApplicationDAO , checkDuplicatePath , After
4 , 26/11/2008 10:23:12:304 , ApplicationDAO , checkDuplicatePath , Exited
4 , 26/11/2008 10:23:12:304 , ApplicationProcessor , checkDuplicatePath , Entering if flag is A
4 , 26/11/2008 10:23:12:304 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 26/11/2008 10:23:12:304 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 26/11/2008 10:23:12:304 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 26/11/2008 10:23:12:319 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 26/11/2008 10:23:12:319 , ApplicationProcessor , checkDuplicate , Exited
