4 , 11/11/2008 17:02:44:478 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:57:311 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:6000.0
4 , 11/11/2008 17:02:57:311 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:57:311 , ApplicationDAO , getPartApplication , Entered. Memory : 9077784
4 , 11/11/2008 17:02:57:342 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:57:342 , ApplicationDAO , getPartApplication , Exited. Memory : 7522624
4 , 11/11/2008 17:02:57:342 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:57:389 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:57:389 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:57:389 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:250000.0
4 , 11/11/2008 17:02:57:389 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:250000.0
4 , 11/11/2008 17:02:57:389 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:57:389 , ApplicationDAO , getPartApplication , Entered. Memory : 7126920
4 , 11/11/2008 17:02:57:452 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:57:452 , ApplicationDAO , getPartApplication , Exited. Memory : 9487256
4 , 11/11/2008 17:02:57:452 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:57:499 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:57:499 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:57:499 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:57:499 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:57:499 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:57:499 , ApplicationDAO , getPartApplication , Entered. Memory : 9085400
4 , 11/11/2008 17:02:57:530 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:57:530 , ApplicationDAO , getPartApplication , Exited. Memory : 7528824
4 , 11/11/2008 17:02:57:530 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:57:577 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:57:577 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:57:577 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:6000.0
4 , 11/11/2008 17:02:57:577 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:6000.0
4 , 11/11/2008 17:02:57:577 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:57:577 , ApplicationDAO , getPartApplication , Entered. Memory : 7125064
4 , 11/11/2008 17:02:57:639 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:57:639 , ApplicationDAO , getPartApplication , Exited. Memory : 9484928
4 , 11/11/2008 17:02:57:639 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:57:686 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:57:686 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:57:686 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:02:57:686 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:02:57:686 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:57:686 , ApplicationDAO , getPartApplication , Entered. Memory : 9083184
4 , 11/11/2008 17:02:57:718 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:57:718 , ApplicationDAO , getPartApplication , Exited. Memory : 7528208
4 , 11/11/2008 17:02:57:718 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:57:764 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:57:764 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:57:764 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:300000.0
4 , 11/11/2008 17:02:57:764 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:300000.0
4 , 11/11/2008 17:02:57:764 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:57:764 , ApplicationDAO , getPartApplication , Entered. Memory : 7124536
4 , 11/11/2008 17:02:57:827 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:57:827 , ApplicationDAO , getPartApplication , Exited. Memory : 9473312
4 , 11/11/2008 17:02:57:827 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:57:874 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:57:874 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:57:874 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:3000.0
4 , 11/11/2008 17:02:57:874 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:3000.0
4 , 11/11/2008 17:02:57:874 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:57:874 , ApplicationDAO , getPartApplication , Entered. Memory : 9079800
4 , 11/11/2008 17:02:57:905 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:57:905 , ApplicationDAO , getPartApplication , Exited. Memory : 7523704
4 , 11/11/2008 17:02:57:905 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:57:952 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:57:952 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:57:952 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:3000.0
4 , 11/11/2008 17:02:57:952 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:3000.0
4 , 11/11/2008 17:02:57:952 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:57:952 , ApplicationDAO , getPartApplication , Entered. Memory : 7112432
4 , 11/11/2008 17:02:57:999 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:58:015 , ApplicationDAO , getPartApplication , Exited. Memory : 9479656
4 , 11/11/2008 17:02:58:015 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:58:061 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:58:061 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:58:061 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:10000.0
4 , 11/11/2008 17:02:58:061 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:10000.0
4 , 11/11/2008 17:02:58:061 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:58:061 , ApplicationDAO , getPartApplication , Entered. Memory : 9075544
4 , 11/11/2008 17:02:58:093 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:58:093 , ApplicationDAO , getPartApplication , Exited. Memory : 7520912
4 , 11/11/2008 17:02:58:093 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:58:155 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:58:155 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:58:155 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:130000.0
4 , 11/11/2008 17:02:58:155 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:130000.0
4 , 11/11/2008 17:02:58:155 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:58:155 , ApplicationDAO , getPartApplication , Entered. Memory : 7099176
4 , 11/11/2008 17:02:58:218 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:58:233 , ApplicationDAO , getPartApplication , Exited. Memory : 9477648
4 , 11/11/2008 17:02:58:233 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:58:265 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:58:280 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:58:280 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:58:280 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:58:280 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:58:280 , ApplicationDAO , getPartApplication , Entered. Memory : 9065768
4 , 11/11/2008 17:02:58:296 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:58:312 , ApplicationDAO , getPartApplication , Exited. Memory : 7510128
4 , 11/11/2008 17:02:58:312 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:58:343 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:58:358 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:58:358 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:4000.0
4 , 11/11/2008 17:02:58:358 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:4000.0
4 , 11/11/2008 17:02:58:358 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:58:358 , ApplicationDAO , getPartApplication , Entered. Memory : 7104736
4 , 11/11/2008 17:02:58:405 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:58:421 , ApplicationDAO , getPartApplication , Exited. Memory : 9474984
4 , 11/11/2008 17:02:58:421 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:58:452 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:58:468 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:58:468 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:50000.0
4 , 11/11/2008 17:02:58:468 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:50000.0
4 , 11/11/2008 17:02:58:468 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:58:468 , ApplicationDAO , getPartApplication , Entered. Memory : 9070920
4 , 11/11/2008 17:02:58:483 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:58:499 , ApplicationDAO , getPartApplication , Exited. Memory : 7516256
4 , 11/11/2008 17:02:58:499 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:58:530 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:58:546 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:58:546 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:58:546 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:58:546 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:58:546 , ApplicationDAO , getPartApplication , Entered. Memory : 7110184
4 , 11/11/2008 17:02:58:593 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:58:593 , ApplicationDAO , getPartApplication , Exited. Memory : 9479208
4 , 11/11/2008 17:02:58:593 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:58:640 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:58:640 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:58:640 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:350000.0
4 , 11/11/2008 17:02:58:640 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:350000.0
4 , 11/11/2008 17:02:58:640 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:58:640 , ApplicationDAO , getPartApplication , Entered. Memory : 9069080
4 , 11/11/2008 17:02:58:671 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:58:671 , ApplicationDAO , getPartApplication , Exited. Memory : 7514504
4 , 11/11/2008 17:02:58:671 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:58:718 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:58:718 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:58:718 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:58:718 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:58:718 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:58:718 , ApplicationDAO , getPartApplication , Entered. Memory : 7100720
4 , 11/11/2008 17:02:58:780 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:58:780 , ApplicationDAO , getPartApplication , Exited. Memory : 9476232
4 , 11/11/2008 17:02:58:780 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:58:827 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:58:827 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:58:827 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:15000.0
4 , 11/11/2008 17:02:58:827 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:15000.0
4 , 11/11/2008 17:02:58:827 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:58:827 , ApplicationDAO , getPartApplication , Entered. Memory : 9066560
4 , 11/11/2008 17:02:58:859 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:58:859 , ApplicationDAO , getPartApplication , Exited. Memory : 7513592
4 , 11/11/2008 17:02:58:859 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:58:905 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:58:905 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:58:905 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:2500000.0
4 , 11/11/2008 17:02:58:905 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:2500000.0
4 , 11/11/2008 17:02:58:905 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:58:905 , ApplicationDAO , getPartApplication , Entered. Memory : 7092224
4 , 11/11/2008 17:02:58:968 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:58:968 , ApplicationDAO , getPartApplication , Exited. Memory : 9472648
4 , 11/11/2008 17:02:58:968 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:59:015 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:59:015 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:59:015 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:1500000.0
4 , 11/11/2008 17:02:59:015 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:1500000.0
4 , 11/11/2008 17:02:59:015 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:59:015 , ApplicationDAO , getPartApplication , Entered. Memory : 9063272
4 , 11/11/2008 17:02:59:046 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:59:046 , ApplicationDAO , getPartApplication , Exited. Memory : 7506328
4 , 11/11/2008 17:02:59:046 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:59:093 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:59:093 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:59:093 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:10000.0
4 , 11/11/2008 17:02:59:093 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:10000.0
4 , 11/11/2008 17:02:59:093 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:59:093 , ApplicationDAO , getPartApplication , Entered. Memory : 7084520
4 , 11/11/2008 17:02:59:156 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:59:156 , ApplicationDAO , getPartApplication , Exited. Memory : 9468272
4 , 11/11/2008 17:02:59:156 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:59:202 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:59:202 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:59:202 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:1500000.0
4 , 11/11/2008 17:02:59:202 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:1500000.0
4 , 11/11/2008 17:02:59:202 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:59:202 , ApplicationDAO , getPartApplication , Entered. Memory : 9051368
4 , 11/11/2008 17:02:59:234 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:59:234 , ApplicationDAO , getPartApplication , Exited. Memory : 7489752
4 , 11/11/2008 17:02:59:234 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:59:281 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:59:281 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:59:281 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:145000.0
4 , 11/11/2008 17:02:59:281 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:145000.0
4 , 11/11/2008 17:02:59:281 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:59:281 , ApplicationDAO , getPartApplication , Entered. Memory : 7076912
4 , 11/11/2008 17:02:59:343 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:59:343 , ApplicationDAO , getPartApplication , Exited. Memory : 9464904
4 , 11/11/2008 17:02:59:343 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:59:390 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:59:390 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:59:390 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:15000.0
4 , 11/11/2008 17:02:59:390 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:15000.0
4 , 11/11/2008 17:02:59:390 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:59:390 , ApplicationDAO , getPartApplication , Entered. Memory : 9048688
4 , 11/11/2008 17:02:59:421 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:59:421 , ApplicationDAO , getPartApplication , Exited. Memory : 7479264
4 , 11/11/2008 17:02:59:421 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:59:468 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:59:468 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:59:468 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:116000.0
4 , 11/11/2008 17:02:59:468 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:116000.0
4 , 11/11/2008 17:02:59:468 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:59:468 , ApplicationDAO , getPartApplication , Entered. Memory : 7066920
4 , 11/11/2008 17:02:59:531 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:59:531 , ApplicationDAO , getPartApplication , Exited. Memory : 9461320
4 , 11/11/2008 17:02:59:531 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:59:578 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:59:578 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:59:578 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:4000.0
4 , 11/11/2008 17:02:59:578 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:4000.0
4 , 11/11/2008 17:02:59:578 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:59:578 , ApplicationDAO , getPartApplication , Entered. Memory : 9045944
4 , 11/11/2008 17:02:59:609 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:59:609 , ApplicationDAO , getPartApplication , Exited. Memory : 7493896
4 , 11/11/2008 17:02:59:609 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:59:656 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:59:656 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:59:656 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:5000.0
4 , 11/11/2008 17:02:59:656 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:5000.0
4 , 11/11/2008 17:02:59:656 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:59:656 , ApplicationDAO , getPartApplication , Entered. Memory : 7081016
4 , 11/11/2008 17:02:59:703 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:59:718 , ApplicationDAO , getPartApplication , Exited. Memory : 9458096
4 , 11/11/2008 17:02:59:718 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:59:765 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:59:765 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:59:765 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:4893.0
4 , 11/11/2008 17:02:59:765 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:4893.0
4 , 11/11/2008 17:02:59:765 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:59:765 , ApplicationDAO , getPartApplication , Entered. Memory : 9049824
4 , 11/11/2008 17:02:59:796 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:59:796 , ApplicationDAO , getPartApplication , Exited. Memory : 7498024
4 , 11/11/2008 17:02:59:796 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:59:843 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:59:843 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:59:843 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:1000000.0
4 , 11/11/2008 17:02:59:843 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:1000000.0
4 , 11/11/2008 17:02:59:843 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:59:843 , ApplicationDAO , getPartApplication , Entered. Memory : 7083768
4 , 11/11/2008 17:02:59:906 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:59:906 , ApplicationDAO , getPartApplication , Exited. Memory : 9456352
4 , 11/11/2008 17:02:59:906 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:59:953 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:59:953 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:59:953 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:285000.0
4 , 11/11/2008 17:02:59:953 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:285000.0
4 , 11/11/2008 17:02:59:953 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:59:953 , ApplicationDAO , getPartApplication , Entered. Memory : 9048312
4 , 11/11/2008 17:02:59:984 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:59:984 , ApplicationDAO , getPartApplication , Exited. Memory : 7488864
4 , 11/11/2008 17:02:59:984 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:00:031 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:00:031 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:00:031 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:500000.0
4 , 11/11/2008 17:03:00:031 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:500000.0
4 , 11/11/2008 17:03:00:031 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:00:031 , ApplicationDAO , getPartApplication , Entered. Memory : 7075072
4 , 11/11/2008 17:03:00:093 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:00:093 , ApplicationDAO , getPartApplication , Exited. Memory : 9453008
4 , 11/11/2008 17:03:00:093 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:00:140 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:00:140 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:00:140 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:1300000.0
4 , 11/11/2008 17:03:00:140 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:1300000.0
4 , 11/11/2008 17:03:00:140 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:00:140 , ApplicationDAO , getPartApplication , Entered. Memory : 9045600
4 , 11/11/2008 17:03:00:172 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:00:172 , ApplicationDAO , getPartApplication , Exited. Memory : 7493176
4 , 11/11/2008 17:03:00:172 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:00:218 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:00:218 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:00:218 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:03:00:218 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:03:00:218 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:00:218 , ApplicationDAO , getPartApplication , Entered. Memory : 7070944
4 , 11/11/2008 17:03:00:281 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:00:281 , ApplicationDAO , getPartApplication , Exited. Memory : 9450640
4 , 11/11/2008 17:03:00:281 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:00:328 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:00:328 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:00:328 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:10000.0
4 , 11/11/2008 17:03:00:328 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:10000.0
4 , 11/11/2008 17:03:00:328 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:00:328 , ApplicationDAO , getPartApplication , Entered. Memory : 9043280
4 , 11/11/2008 17:03:00:359 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:00:359 , ApplicationDAO , getPartApplication , Exited. Memory : 7492056
4 , 11/11/2008 17:03:00:359 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:00:406 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:00:406 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:00:406 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:03:00:406 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:03:00:406 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:00:406 , ApplicationDAO , getPartApplication , Entered. Memory : 7070296
4 , 11/11/2008 17:03:00:453 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:00:469 , ApplicationDAO , getPartApplication , Exited. Memory : 9447712
4 , 11/11/2008 17:03:00:469 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:00:500 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:00:515 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:00:515 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:50000.0
4 , 11/11/2008 17:03:00:515 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:50000.0
