4 , 22/10/2012 07:03:43:010 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:814 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:815 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:816 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:817 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:818 , ClaimAction , displayClaimApproval() , memId :003000020000
4 , 22/10/2012 07:03:46:819 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA100409801
4 , 22/10/2012 07:03:46:820 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:821 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:822 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:823 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:827 , ClaimAction , displayClaimApproval() , memId :001500180000
4 , 22/10/2012 07:03:46:829 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB110136501
4 , 22/10/2012 07:03:46:830 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:831 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:832 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:833 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:834 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:835 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090483001
4 , 22/10/2012 07:03:46:836 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:837 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:839 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:840 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:841 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:842 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091604501
4 , 22/10/2012 07:03:46:843 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:844 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:845 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:846 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:847 , ClaimAction , displayClaimApproval() , memId :000100190000
4 , 22/10/2012 07:03:46:848 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12BI100170201
4 , 22/10/2012 07:03:46:849 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:851 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:852 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:853 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:857 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:858 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091180201
4 , 22/10/2012 07:03:46:859 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:860 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:861 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:863 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:864 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:865 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100326801
4 , 22/10/2012 07:03:46:866 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:867 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:868 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:869 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:870 , ClaimAction , displayClaimApproval() , memId :001900040000
4 , 22/10/2012 07:03:46:871 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12TN070349101
4 , 22/10/2012 07:03:46:872 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:873 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:875 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:876 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:877 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:878 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091848801
4 , 22/10/2012 07:03:46:882 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:883 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:887 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:889 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:890 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:893 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091955001
4 , 22/10/2012 07:03:46:894 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:895 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:897 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:898 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:899 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:900 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091215901
4 , 22/10/2012 07:03:46:901 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:902 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:903 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:904 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:905 , ClaimAction , displayClaimApproval() , memId :002500240000
4 , 22/10/2012 07:03:46:906 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12AP070132301
4 , 22/10/2012 07:03:46:907 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:908 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:909 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:911 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:912 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:913 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090477301
4 , 22/10/2012 07:03:46:914 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:915 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:916 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:917 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:918 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:919 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101339001
4 , 22/10/2012 07:03:46:920 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:921 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:923 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:927 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:928 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:929 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091203101
4 , 22/10/2012 07:03:46:930 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:932 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:933 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:934 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:935 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:936 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100327101
4 , 22/10/2012 07:03:46:937 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:938 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:940 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:941 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:942 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:943 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091073501
4 , 22/10/2012 07:03:46:944 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:945 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:946 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:947 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:948 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:949 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091114601
4 , 22/10/2012 07:03:46:951 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:952 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:953 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:955 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:956 , ClaimAction , displayClaimApproval() , memId :001400010000
4 , 22/10/2012 07:03:46:962 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP102449201
4 , 22/10/2012 07:03:46:963 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:964 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:965 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:966 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:970 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:46:971 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091545401
4 , 22/10/2012 07:03:46:972 , ClaimAction , displayClaimApproval() , clmStatus :FW
4 , 22/10/2012 07:03:46:974 , ClaimAction , displayClaimApproval() , forwardedToUser :SANBAKS0001
4 , 22/10/2012 07:03:46:975 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:976 , ClaimAction , displayClaimApproval() , loggedUsr :AVSYAM0001
4 , 22/10/2012 07:03:46:977 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:981 , ClaimAction , displayClaimApproval() , memId :000900110000
4 , 22/10/2012 07:03:46:983 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB100620601
4 , 22/10/2012 07:03:46:984 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:985 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:986 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:987 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:988 , ClaimAction , displayClaimApproval() , memId :001500180000
4 , 22/10/2012 07:03:46:989 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB091188801
4 , 22/10/2012 07:03:46:993 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:46:995 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:46:996 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:46:997 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:46:998 , ClaimAction , displayClaimApproval() , memId :001000030000
4 , 22/10/2012 07:03:46:999 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12TN100321601
4 , 22/10/2012 07:03:47:000 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:001 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:002 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:003 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:004 , ClaimAction , displayClaimApproval() , memId :000100420000
4 , 22/10/2012 07:03:47:005 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090544601
4 , 22/10/2012 07:03:47:007 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:008 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:009 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:010 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:011 , ClaimAction , displayClaimApproval() , memId :001500060000
4 , 22/10/2012 07:03:47:012 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR090173301
4 , 22/10/2012 07:03:47:013 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:014 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:015 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:016 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:018 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 22/10/2012 07:03:47:019 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101285301
4 , 22/10/2012 07:03:47:020 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:021 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:022 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:023 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:024 , ClaimAction , displayClaimApproval() , memId :000100110000
4 , 22/10/2012 07:03:47:025 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100859401
4 , 22/10/2012 07:03:47:026 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:027 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:028 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:029 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:031 , ClaimAction , displayClaimApproval() , memId :000100370000
4 , 22/10/2012 07:03:47:032 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12NA100003401
4 , 22/10/2012 07:03:47:033 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:034 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:035 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:036 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:037 , ClaimAction , displayClaimApproval() , memId :002400000000
4 , 22/10/2012 07:03:47:038 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091302401
4 , 22/10/2012 07:03:47:039 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:040 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:041 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:042 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:043 , ClaimAction , displayClaimApproval() , memId :001500280000
4 , 22/10/2012 07:03:47:045 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100402901
4 , 22/10/2012 07:03:47:046 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:047 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:050 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:054 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:055 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 22/10/2012 07:03:47:057 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090306001
4 , 22/10/2012 07:03:47:058 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:059 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:060 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:061 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:062 , ClaimAction , displayClaimApproval() , memId :000100190000
4 , 22/10/2012 07:03:47:063 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12BI100533001
4 , 22/10/2012 07:03:47:064 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:065 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:066 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:067 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:068 , ClaimAction , displayClaimApproval() , memId :001500280000
4 , 22/10/2012 07:03:47:070 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP080031701
4 , 22/10/2012 07:03:47:071 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:072 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:073 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:074 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:076 , ClaimAction , displayClaimApproval() , memId :002501050000
4 , 22/10/2012 07:03:47:077 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR090000601
4 , 22/10/2012 07:03:47:078 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:079 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:080 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:081 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:082 , ClaimAction , displayClaimApproval() , memId :001500180000
4 , 22/10/2012 07:03:47:083 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB101759801
4 , 22/10/2012 07:03:47:084 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:085 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:086 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:088 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:089 , ClaimAction , displayClaimApproval() , memId :001100790000
4 , 22/10/2012 07:03:47:090 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12MA090198701
4 , 22/10/2012 07:03:47:091 , ClaimAction , displayClaimApproval() , clmStatus :FW
4 , 22/10/2012 07:03:47:092 , ClaimAction , displayClaimApproval() , forwardedToUser :SANBAKS0001
4 , 22/10/2012 07:03:47:093 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:094 , ClaimAction , displayClaimApproval() , loggedUsr :AVSYAM0001
4 , 22/10/2012 07:03:47:095 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:096 , ClaimAction , displayClaimApproval() , memId :000100340000
4 , 22/10/2012 07:03:47:097 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12HA100139301
4 , 22/10/2012 07:03:47:098 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:099 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:101 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:102 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:103 , ClaimAction , displayClaimApproval() , memId :001500070000
4 , 22/10/2012 07:03:47:104 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB101847901
4 , 22/10/2012 07:03:47:105 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:106 , ClaimAction , displayClaimApproval() , forwardedToUser :ROMRAIN0001
4 , 22/10/2012 07:03:47:107 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:108 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:109 , ClaimAction , displayClaimApproval() , memId :002504570000
4 , 22/10/2012 07:03:47:110 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12JH100378501
4 , 22/10/2012 07:03:47:111 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:112 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:114 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:115 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:116 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:47:117 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091874801
4 , 22/10/2012 07:03:47:118 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:119 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:120 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:121 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:122 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:47:123 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP102484901
4 , 22/10/2012 07:03:47:124 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:125 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:127 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:128 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:129 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:47:130 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP102487801
4 , 22/10/2012 07:03:47:131 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:135 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:136 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:138 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:139 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:47:140 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091214601
4 , 22/10/2012 07:03:47:141 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:142 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:143 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:144 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:145 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:47:146 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091166201
4 , 22/10/2012 07:03:47:147 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:148 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:150 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:151 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:152 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:47:153 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091074601
4 , 22/10/2012 07:03:47:154 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:155 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:156 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:157 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:158 , ClaimAction , displayClaimApproval() , memId :002200190000
4 , 22/10/2012 07:03:47:159 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA100113301
4 , 22/10/2012 07:03:47:160 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:161 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:163 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:164 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:165 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 22/10/2012 07:03:47:166 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090709201
4 , 22/10/2012 07:03:47:168 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:169 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:171 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:172 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:173 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:47:174 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091197401
4 , 22/10/2012 07:03:47:175 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:176 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:177 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:178 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:179 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:47:180 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100501001
4 , 22/10/2012 07:03:47:181 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:182 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 22/10/2012 07:03:47:184 , ClaimAction , displayClaimApproval() , ###################
4 , 22/10/2012 07:03:47:185 , ClaimAction , displayClaimApproval() , ##################
4 , 22/10/2012 07:03:47:186 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 22/10/2012 07:03:47:187 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090995701
4 , 22/10/2012 07:03:47:188 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 22/10/2012 07:03:47:189 , ClaimAction , displayClaimApproval() , forwardedToUser :null
