4 , 22/10/2012 07:02:45:702 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090478601Claim Applied Amount :28114.0
4 , 22/10/2012 07:02:55:920 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080003601Approved Application Amount :1300000.0
4 , 22/10/2012 07:02:55:922 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080003601Claim Applied Amount :711152.0
4 , 22/10/2012 07:02:55:925 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080003601Recovered Amount :0.0
4 , 22/10/2012 07:02:55:928 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080003601Default Amount :40000.0
4 , 22/10/2012 07:02:55:931 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:55:932 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:56:001 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:56:004 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101613301Oustanding Amount :13708.0
4 , 22/10/2012 07:02:56:007 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101613301Approved Application Amount :15000.0
4 , 22/10/2012 07:02:56:010 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101613301Claim Applied Amount :10208.0
4 , 22/10/2012 07:02:56:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101613301Recovered Amount :0.0
4 , 22/10/2012 07:02:56:019 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101613301Default Amount :885697.0
4 , 22/10/2012 07:02:56:022 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:56:023 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:56:094 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:56:097 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100360201Oustanding Amount :462143.0
4 , 22/10/2012 07:02:56:100 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100360201Approved Application Amount :500000.0
4 , 22/10/2012 07:02:56:103 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100360201Claim Applied Amount :359418.0
4 , 22/10/2012 07:02:56:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100360201Recovered Amount :0.0
4 , 22/10/2012 07:02:56:108 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100360201Default Amount :13708.0
4 , 22/10/2012 07:02:56:111 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:56:112 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:56:396 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:56:399 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090171001Oustanding Amount :40000.0
4 , 22/10/2012 07:02:56:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090171001Approved Application Amount :40000.0
4 , 22/10/2012 07:02:56:405 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090171001Claim Applied Amount :13017.0
4 , 22/10/2012 07:02:56:408 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090171001Recovered Amount :0.0
4 , 22/10/2012 07:02:56:410 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090171001Default Amount :462143.0
4 , 22/10/2012 07:02:56:412 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:56:413 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:56:638 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:56:641 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101353501Oustanding Amount :140000.0
4 , 22/10/2012 07:02:56:644 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101353501Approved Application Amount :140000.0
4 , 22/10/2012 07:02:56:646 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101353501Claim Applied Amount :105000.0
4 , 22/10/2012 07:02:56:649 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101353501Recovered Amount :0.0
4 , 22/10/2012 07:02:56:651 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101353501Default Amount :40000.0
4 , 22/10/2012 07:02:56:652 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:56:653 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:56:717 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:56:721 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110289101Oustanding Amount :50000.0
4 , 22/10/2012 07:02:56:723 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110289101Approved Application Amount :50000.0
4 , 22/10/2012 07:02:56:726 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110289101Claim Applied Amount :37500.0
4 , 22/10/2012 07:02:56:729 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110289101Recovered Amount :0.0
4 , 22/10/2012 07:02:56:731 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110289101Default Amount :140000.0
4 , 22/10/2012 07:02:56:734 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:56:736 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:56:803 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:56:806 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101811301Oustanding Amount :173316.0
4 , 22/10/2012 07:02:56:809 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101811301Approved Application Amount :230000.0
4 , 22/10/2012 07:02:56:812 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101811301Claim Applied Amount :107807.0
4 , 22/10/2012 07:02:56:815 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101811301Recovered Amount :0.0
4 , 22/10/2012 07:02:56:817 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101811301Default Amount :50000.0
4 , 22/10/2012 07:02:56:820 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:56:823 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:56:890 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:56:893 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100258201Oustanding Amount :84515.0
4 , 22/10/2012 07:02:56:896 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100258201Approved Application Amount :95000.0
4 , 22/10/2012 07:02:56:899 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100258201Claim Applied Amount :63386.0
4 , 22/10/2012 07:02:56:901 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100258201Recovered Amount :0.0
4 , 22/10/2012 07:02:56:904 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100258201Default Amount :173316.0
4 , 22/10/2012 07:02:56:907 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:56:909 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:56:980 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:56:983 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100533101Oustanding Amount :12000.0
4 , 22/10/2012 07:02:56:986 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100533101Approved Application Amount :12000.0
4 , 22/10/2012 07:02:56:989 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100533101Claim Applied Amount :10200.0
4 , 22/10/2012 07:02:56:992 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100533101Recovered Amount :0.0
4 , 22/10/2012 07:02:56:994 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100533101Default Amount :84515.0
4 , 22/10/2012 07:02:56:997 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:000 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:57:068 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:57:071 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101069901Oustanding Amount :95000.0
4 , 22/10/2012 07:02:57:074 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101069901Approved Application Amount :95000.0
4 , 22/10/2012 07:02:57:076 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101069901Claim Applied Amount :71250.0
4 , 22/10/2012 07:02:57:079 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101069901Recovered Amount :0.0
4 , 22/10/2012 07:02:57:082 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101069901Default Amount :12000.0
4 , 22/10/2012 07:02:57:084 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:087 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:57:155 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:57:158 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102077201Oustanding Amount :190000.0
4 , 22/10/2012 07:02:57:161 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102077201Approved Application Amount :190000.0
4 , 22/10/2012 07:02:57:163 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102077201Claim Applied Amount :190000.0
4 , 22/10/2012 07:02:57:166 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102077201Recovered Amount :0.0
4 , 22/10/2012 07:02:57:169 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102077201Default Amount :95000.0
4 , 22/10/2012 07:02:57:172 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:174 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:57:238 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:57:241 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100922201Oustanding Amount :100000.0
4 , 22/10/2012 07:02:57:243 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100922201Approved Application Amount :100000.0
4 , 22/10/2012 07:02:57:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100922201Claim Applied Amount :76654.5
4 , 22/10/2012 07:02:57:249 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100922201Recovered Amount :0.0
4 , 22/10/2012 07:02:57:251 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100922201Default Amount :190000.0
4 , 22/10/2012 07:02:57:253 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:254 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:57:315 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:57:318 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100745001Oustanding Amount :20000.0
4 , 22/10/2012 07:02:57:320 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100745001Approved Application Amount :20000.0
4 , 22/10/2012 07:02:57:323 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100745001Claim Applied Amount :14875.0
4 , 22/10/2012 07:02:57:326 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100745001Recovered Amount :0.0
4 , 22/10/2012 07:02:57:329 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100745001Default Amount :100000.0
4 , 22/10/2012 07:02:57:331 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:334 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:57:399 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:57:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101170901Oustanding Amount :4876.0
4 , 22/10/2012 07:02:57:404 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101170901Approved Application Amount :6900.0
4 , 22/10/2012 07:02:57:407 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101170901Claim Applied Amount :3707.0
4 , 22/10/2012 07:02:57:410 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101170901Recovered Amount :0.0
4 , 22/10/2012 07:02:57:413 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101170901Default Amount :20000.0
4 , 22/10/2012 07:02:57:416 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:418 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:57:483 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:57:486 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100798101Oustanding Amount :99068.0
4 , 22/10/2012 07:02:57:489 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100798101Approved Application Amount :99068.0
4 , 22/10/2012 07:02:57:491 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100798101Claim Applied Amount :97347.0
4 , 22/10/2012 07:02:57:494 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100798101Recovered Amount :0.0
4 , 22/10/2012 07:02:57:497 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100798101Default Amount :4876.0
4 , 22/10/2012 07:02:57:499 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:502 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:57:568 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:57:575 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100805101Oustanding Amount :95241.0
4 , 22/10/2012 07:02:57:577 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100805101Approved Application Amount :110000.0
4 , 22/10/2012 07:02:57:583 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100805101Claim Applied Amount :82500.0
4 , 22/10/2012 07:02:57:584 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100805101Recovered Amount :0.0
4 , 22/10/2012 07:02:57:586 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100805101Default Amount :99068.0
4 , 22/10/2012 07:02:57:587 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:588 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:57:656 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:57:659 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101826101Oustanding Amount :25000.0
4 , 22/10/2012 07:02:57:662 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101826101Approved Application Amount :25000.0
4 , 22/10/2012 07:02:57:665 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101826101Claim Applied Amount :20120.0
4 , 22/10/2012 07:02:57:667 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101826101Recovered Amount :0.0
4 , 22/10/2012 07:02:57:670 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101826101Default Amount :95241.0
4 , 22/10/2012 07:02:57:672 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:674 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:57:742 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:57:749 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100610801Oustanding Amount :1130558.0
4 , 22/10/2012 07:02:57:752 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100610801Approved Application Amount :1150000.0
4 , 22/10/2012 07:02:57:755 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100610801Claim Applied Amount :862500.0
4 , 22/10/2012 07:02:57:758 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100610801Recovered Amount :0.0
4 , 22/10/2012 07:02:57:760 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100610801Default Amount :25000.0
4 , 22/10/2012 07:02:57:762 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:763 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:57:821 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:57:822 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090006301Oustanding Amount :261418.0
4 , 22/10/2012 07:02:57:823 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090006301Approved Application Amount :300000.0
4 , 22/10/2012 07:02:57:824 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090006301Claim Applied Amount :224264.0
4 , 22/10/2012 07:02:57:825 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090006301Recovered Amount :0.0
4 , 22/10/2012 07:02:57:826 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090006301Default Amount :1130558.0
4 , 22/10/2012 07:02:57:827 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:828 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:57:898 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:57:900 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110156301Oustanding Amount :50000.0
4 , 22/10/2012 07:02:57:901 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110156301Approved Application Amount :50000.0
4 , 22/10/2012 07:02:57:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110156301Claim Applied Amount :37500.0
4 , 22/10/2012 07:02:57:906 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110156301Recovered Amount :0.0
4 , 22/10/2012 07:02:57:907 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110156301Default Amount :261418.0
4 , 22/10/2012 07:02:57:908 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:909 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:57:971 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:57:972 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090456801Oustanding Amount :34000.0
4 , 22/10/2012 07:02:57:973 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090456801Approved Application Amount :34000.0
4 , 22/10/2012 07:02:57:974 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090456801Claim Applied Amount :25500.0
4 , 22/10/2012 07:02:57:975 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090456801Recovered Amount :0.0
4 , 22/10/2012 07:02:57:976 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090456801Default Amount :50000.0
4 , 22/10/2012 07:02:57:978 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:57:979 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:58:043 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:58:044 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090989901Oustanding Amount :63876.0
4 , 22/10/2012 07:02:58:045 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090989901Approved Application Amount :75000.0
4 , 22/10/2012 07:02:58:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090989901Claim Applied Amount :54313.0
4 , 22/10/2012 07:02:58:047 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090989901Recovered Amount :0.0
4 , 22/10/2012 07:02:58:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090989901Default Amount :34000.0
4 , 22/10/2012 07:02:58:049 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:58:050 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:58:108 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:58:109 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102801801Oustanding Amount :100000.0
4 , 22/10/2012 07:02:58:110 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102801801Approved Application Amount :100000.0
4 , 22/10/2012 07:02:58:111 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102801801Claim Applied Amount :83572.0
4 , 22/10/2012 07:02:58:112 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102801801Recovered Amount :0.0
4 , 22/10/2012 07:02:58:113 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102801801Default Amount :63876.0
4 , 22/10/2012 07:02:58:114 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:58:115 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:58:177 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:58:178 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090004301Oustanding Amount :1300000.0
4 , 22/10/2012 07:02:58:179 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090004301Approved Application Amount :1300000.0
4 , 22/10/2012 07:02:58:180 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090004301Claim Applied Amount :975000.0
4 , 22/10/2012 07:02:58:181 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090004301Recovered Amount :29810.0
4 , 22/10/2012 07:02:58:182 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090004301Default Amount :100000.0
4 , 22/10/2012 07:02:58:183 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:58:184 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:58:244 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:58:245 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100147801Oustanding Amount :25000.0
4 , 22/10/2012 07:02:58:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100147801Approved Application Amount :25000.0
4 , 22/10/2012 07:02:58:247 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100147801Claim Applied Amount :25000.0
4 , 22/10/2012 07:02:58:248 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100147801Recovered Amount :0.0
4 , 22/10/2012 07:02:58:249 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100147801Default Amount :1270190.0
4 , 22/10/2012 07:02:58:252 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:58:254 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:58:315 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:58:316 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091172401Oustanding Amount :50000.0
4 , 22/10/2012 07:02:58:317 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091172401Approved Application Amount :50000.0
4 , 22/10/2012 07:02:58:318 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091172401Claim Applied Amount :42500.0
4 , 22/10/2012 07:02:58:319 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091172401Recovered Amount :0.0
4 , 22/10/2012 07:02:58:320 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091172401Default Amount :25000.0
4 , 22/10/2012 07:02:58:321 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:58:322 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:58:383 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:58:384 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101512301Oustanding Amount :60000.0
4 , 22/10/2012 07:02:58:385 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101512301Approved Application Amount :60000.0
4 , 22/10/2012 07:02:58:386 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101512301Claim Applied Amount :51000.0
4 , 22/10/2012 07:02:58:388 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101512301Recovered Amount :0.0
4 , 22/10/2012 07:02:58:389 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101512301Default Amount :50000.0
4 , 22/10/2012 07:02:58:390 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
