4 , 04/04/2012 06:23:44:225 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:494 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:495 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:496 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:497 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:498 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:499 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:500 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:501 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:502 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:503 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:504 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:505 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:506 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:507 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:508 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:511 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:512 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:513 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:514 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:515 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:517 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:518 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:519 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:520 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:521 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:522 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:523 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:524 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:525 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:525 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:526 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:527 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:528 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:529 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:530 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:531 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:532 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:533 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:534 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:535 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:539 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:540 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:541 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:542 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:543 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:544 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:545 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:546 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:547 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:548 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:549 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:550 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:551 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:552 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:553 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:554 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:555 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:556 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:557 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:558 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:563 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:564 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:565 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:566 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:567 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:568 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:569 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:570 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:571 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:572 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:573 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:574 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:575 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:576 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:577 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:578 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:579 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:580 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:581 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:582 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:587 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:588 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:589 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:590 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:591 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:594 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:595 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:596 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:597 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:598 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:599 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:600 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:601 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:602 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:603 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:604 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:605 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:606 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:607 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:608 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:611 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:612 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:613 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:614 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:615 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:616 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:617 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:618 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:619 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:620 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:621 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:622 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:623 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:624 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:625 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:626 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:627 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:628 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:629 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:629 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:632 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:633 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:634 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:635 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:636 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:637 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:638 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:639 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:642 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:643 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:644 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:645 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:646 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:647 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:648 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:649 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:650 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:651 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:652 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:653 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:654 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:655 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:656 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:657 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:658 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:659 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:660 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:661 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:661 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:664 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:665 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:666 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:667 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:668 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:669 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:670 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:671 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:672 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:673 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:674 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:675 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:676 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:677 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:678 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:679 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:680 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:681 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:682 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:683 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:684 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:686 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:687 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:688 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:689 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:690 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:691 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:692 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:693 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:694 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:695 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:695 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:696 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
4 , 04/04/2012 06:23:45:697 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@17a8b43
4 , 04/04/2012 06:23:45:698 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@1e06dfc
