4 , 23/10/2012 04:44:17:286 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12DE100116101Default Amount :40000.0
4 , 23/10/2012 04:44:30:016 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:079 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:079 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090688001Oustanding Amount :472900.0
4 , 23/10/2012 04:44:30:094 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:094 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090688001Approved Application Amount :475000.0
4 , 23/10/2012 04:44:30:094 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091647901Oustanding Amount :75000.0
4 , 23/10/2012 04:44:30:110 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090688001Claim Applied Amount :354886.0
4 , 23/10/2012 04:44:30:110 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091647901Approved Application Amount :75000.0
4 , 23/10/2012 04:44:30:110 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090688001Recovered Amount :0.0
4 , 23/10/2012 04:44:30:110 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091647901Claim Applied Amount :63750.0
4 , 23/10/2012 04:44:30:110 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090688001Default Amount :93035.0
4 , 23/10/2012 04:44:30:125 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091647901Recovered Amount :0.0
4 , 23/10/2012 04:44:30:125 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:125 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091647901Default Amount :50000.0
4 , 23/10/2012 04:44:30:125 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:125 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:125 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:188 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:203 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102548601Oustanding Amount :295937.0
4 , 23/10/2012 04:44:30:203 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102548601Approved Application Amount :380000.0
4 , 23/10/2012 04:44:30:203 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:203 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102548601Claim Applied Amount :215476.0
4 , 23/10/2012 04:44:30:203 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091866101Oustanding Amount :80000.0
4 , 23/10/2012 04:44:30:219 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102548601Recovered Amount :0.0
4 , 23/10/2012 04:44:30:219 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091866101Approved Application Amount :80000.0
4 , 23/10/2012 04:44:30:219 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102548601Default Amount :472900.0
4 , 23/10/2012 04:44:30:219 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091866101Claim Applied Amount :68000.0
4 , 23/10/2012 04:44:30:219 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:219 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091866101Recovered Amount :200.0
4 , 23/10/2012 04:44:30:235 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:235 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091866101Default Amount :75000.0
4 , 23/10/2012 04:44:30:235 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:235 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:297 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:297 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091946001Oustanding Amount :50000.0
4 , 23/10/2012 04:44:30:297 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091946001Approved Application Amount :50000.0
4 , 23/10/2012 04:44:30:313 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:313 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091946001Claim Applied Amount :42500.0
4 , 23/10/2012 04:44:30:313 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100358601Oustanding Amount :200743.0
4 , 23/10/2012 04:44:30:313 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091946001Recovered Amount :0.0
4 , 23/10/2012 04:44:30:313 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100358601Approved Application Amount :210000.0
4 , 23/10/2012 04:44:30:313 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091946001Default Amount :295937.0
4 , 23/10/2012 04:44:30:328 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100358601Claim Applied Amount :190632.0
4 , 23/10/2012 04:44:30:328 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:328 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100358601Recovered Amount :0.0
4 , 23/10/2012 04:44:30:328 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:328 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100358601Default Amount :79800.0
4 , 23/10/2012 04:44:30:328 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:328 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:406 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:406 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN102006501Oustanding Amount :270602.0
4 , 23/10/2012 04:44:30:406 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN102006501Approved Application Amount :300000.0
4 , 23/10/2012 04:44:30:406 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN102006501Claim Applied Amount :270602.0
4 , 23/10/2012 04:44:30:406 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN102006501Recovered Amount :0.0
4 , 23/10/2012 04:44:30:422 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN102006501Default Amount :50000.0
4 , 23/10/2012 04:44:30:422 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:422 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:422 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11UP080132401Oustanding Amount :450000.0
4 , 23/10/2012 04:44:30:422 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:422 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11UP080132401Approved Application Amount :450000.0
4 , 23/10/2012 04:44:30:437 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11UP080132401Claim Applied Amount :337500.0
4 , 23/10/2012 04:44:30:437 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11UP080132401Recovered Amount :0.0
4 , 23/10/2012 04:44:30:437 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11UP080132401Default Amount :200743.0
4 , 23/10/2012 04:44:30:437 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:437 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:500 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:500 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:515 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090070001Oustanding Amount :700000.0
4 , 23/10/2012 04:44:30:515 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080069101Oustanding Amount :620540.0
4 , 23/10/2012 04:44:30:515 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090070001Approved Application Amount :700000.0
4 , 23/10/2012 04:44:30:515 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080069101Approved Application Amount :1000000.0
4 , 23/10/2012 04:44:30:515 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090070001Claim Applied Amount :525000.0
4 , 23/10/2012 04:44:30:515 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080069101Claim Applied Amount :465405.0
4 , 23/10/2012 04:44:30:531 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090070001Recovered Amount :0.0
4 , 23/10/2012 04:44:30:531 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080069101Recovered Amount :0.0
4 , 23/10/2012 04:44:30:531 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090070001Default Amount :270602.0
4 , 23/10/2012 04:44:30:531 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080069101Default Amount :450000.0
4 , 23/10/2012 04:44:30:531 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:531 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:531 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:531 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:593 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:609 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090423801Oustanding Amount :50000.0
4 , 23/10/2012 04:44:30:609 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:609 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090423801Approved Application Amount :50000.0
4 , 23/10/2012 04:44:30:625 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101316601Oustanding Amount :140000.0
4 , 23/10/2012 04:44:30:625 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090423801Claim Applied Amount :42500.0
4 , 23/10/2012 04:44:30:625 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101316601Approved Application Amount :266000.0
4 , 23/10/2012 04:44:30:625 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090423801Recovered Amount :0.0
4 , 23/10/2012 04:44:30:625 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101316601Claim Applied Amount :104586.0
4 , 23/10/2012 04:44:30:625 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090423801Default Amount :700000.0
4 , 23/10/2012 04:44:30:625 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101316601Recovered Amount :0.0
4 , 23/10/2012 04:44:30:640 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:640 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101316601Default Amount :620540.0
4 , 23/10/2012 04:44:30:640 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:640 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:656 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:703 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:703 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091031001Oustanding Amount :60000.0
4 , 23/10/2012 04:44:30:718 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:718 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091031001Approved Application Amount :60000.0
4 , 23/10/2012 04:44:30:718 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100193201Oustanding Amount :14465.0
4 , 23/10/2012 04:44:30:718 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091031001Claim Applied Amount :51000.0
4 , 23/10/2012 04:44:30:734 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100193201Approved Application Amount :15000.0
4 , 23/10/2012 04:44:30:734 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091031001Recovered Amount :0.0
4 , 23/10/2012 04:44:30:734 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100193201Claim Applied Amount :12000.0
4 , 23/10/2012 04:44:30:734 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091031001Default Amount :50000.0
4 , 23/10/2012 04:44:30:734 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100193201Recovered Amount :0.0
4 , 23/10/2012 04:44:30:734 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:749 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100193201Default Amount :140000.0
4 , 23/10/2012 04:44:30:749 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:749 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:749 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:827 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:827 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:827 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091191401Oustanding Amount :50000.0
4 , 23/10/2012 04:44:30:827 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526601Oustanding Amount :12000.0
4 , 23/10/2012 04:44:30:843 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091191401Approved Application Amount :50000.0
4 , 23/10/2012 04:44:30:843 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526601Approved Application Amount :12000.0
4 , 23/10/2012 04:44:30:843 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091191401Claim Applied Amount :42500.0
4 , 23/10/2012 04:44:30:843 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526601Claim Applied Amount :10200.0
4 , 23/10/2012 04:44:30:843 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091191401Recovered Amount :0.0
4 , 23/10/2012 04:44:30:859 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526601Recovered Amount :0.0
4 , 23/10/2012 04:44:30:859 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091191401Default Amount :60000.0
4 , 23/10/2012 04:44:30:859 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526601Default Amount :14465.0
4 , 23/10/2012 04:44:30:859 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:859 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:859 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:859 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:921 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:921 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:30:937 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101680501Oustanding Amount :37747.0
4 , 23/10/2012 04:44:30:937 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101883601Oustanding Amount :5931.0
4 , 23/10/2012 04:44:30:937 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101680501Approved Application Amount :50000.0
4 , 23/10/2012 04:44:30:937 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101883601Approved Application Amount :6000.0
4 , 23/10/2012 04:44:30:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101680501Claim Applied Amount :30980.0
4 , 23/10/2012 04:44:30:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101883601Claim Applied Amount :5931.0
4 , 23/10/2012 04:44:30:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101680501Recovered Amount :0.0
4 , 23/10/2012 04:44:30:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101883601Recovered Amount :0.0
4 , 23/10/2012 04:44:30:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101680501Default Amount :50000.0
4 , 23/10/2012 04:44:30:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101883601Default Amount :12000.0
4 , 23/10/2012 04:44:30:952 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:952 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:30:952 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:30:952 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:31:030 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:31:030 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:31:030 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090991701Oustanding Amount :50000.0
4 , 23/10/2012 04:44:31:030 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102238001Oustanding Amount :5766.0
4 , 23/10/2012 04:44:31:030 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090991701Approved Application Amount :50000.0
4 , 23/10/2012 04:44:31:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102238001Approved Application Amount :6000.0
4 , 23/10/2012 04:44:31:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090991701Claim Applied Amount :42500.0
4 , 23/10/2012 04:44:31:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102238001Claim Applied Amount :5316.0
4 , 23/10/2012 04:44:31:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090991701Recovered Amount :0.0
4 , 23/10/2012 04:44:31:061 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102238001Recovered Amount :0.0
4 , 23/10/2012 04:44:31:061 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090991701Default Amount :37747.0
4 , 23/10/2012 04:44:31:061 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102238001Default Amount :5931.0
4 , 23/10/2012 04:44:31:061 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:31:077 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:31:077 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:31:077 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:31:139 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:31:139 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091068801Oustanding Amount :100000.0
4 , 23/10/2012 04:44:31:155 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:31:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091068801Approved Application Amount :100000.0
4 , 23/10/2012 04:44:31:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101344901Oustanding Amount :328399.0
4 , 23/10/2012 04:44:31:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091068801Claim Applied Amount :81620.0
4 , 23/10/2012 04:44:31:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101344901Approved Application Amount :475000.0
4 , 23/10/2012 04:44:31:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091068801Recovered Amount :0.0
4 , 23/10/2012 04:44:31:171 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101344901Claim Applied Amount :195299.0
4 , 23/10/2012 04:44:31:171 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091068801Default Amount :50000.0
4 , 23/10/2012 04:44:31:171 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101344901Recovered Amount :0.0
4 , 23/10/2012 04:44:31:171 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:31:171 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101344901Default Amount :5766.0
4 , 23/10/2012 04:44:31:171 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:31:171 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:31:171 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:31:233 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:31:233 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100826801Oustanding Amount :950000.0
4 , 23/10/2012 04:44:31:249 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:31:249 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100826801Approved Application Amount :950000.0
4 , 23/10/2012 04:44:31:249 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102345401Oustanding Amount :50000.0
4 , 23/10/2012 04:44:31:249 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100826801Claim Applied Amount :950000.0
4 , 23/10/2012 04:44:31:264 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102345401Approved Application Amount :50000.0
4 , 23/10/2012 04:44:31:264 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100826801Recovered Amount :0.0
4 , 23/10/2012 04:44:31:264 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102345401Claim Applied Amount :42500.0
4 , 23/10/2012 04:44:31:264 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100826801Default Amount :100000.0
4 , 23/10/2012 04:44:31:264 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102345401Recovered Amount :0.0
4 , 23/10/2012 04:44:31:264 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:31:280 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102345401Default Amount :328399.0
4 , 23/10/2012 04:44:31:280 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:31:280 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:31:280 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:31:342 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:31:342 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091179701Oustanding Amount :40000.0
4 , 23/10/2012 04:44:31:342 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:31:358 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091179701Approved Application Amount :40000.0
4 , 23/10/2012 04:44:31:358 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100389601Oustanding Amount :115842.0
4 , 23/10/2012 04:44:31:358 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091179701Claim Applied Amount :34000.0
4 , 23/10/2012 04:44:31:358 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100389601Approved Application Amount :120000.0
4 , 23/10/2012 04:44:31:373 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091179701Recovered Amount :0.0
4 , 23/10/2012 04:44:31:373 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100389601Claim Applied Amount :110000.0
4 , 23/10/2012 04:44:31:373 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091179701Default Amount :950000.0
4 , 23/10/2012 04:44:31:373 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100389601Recovered Amount :0.0
4 , 23/10/2012 04:44:31:373 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:31:373 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100389601Default Amount :50000.0
4 , 23/10/2012 04:44:31:373 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:31:373 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:31:373 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:31:451 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:31:451 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110031401Oustanding Amount :100000.0
4 , 23/10/2012 04:44:31:451 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110031401Approved Application Amount :100000.0
4 , 23/10/2012 04:44:31:451 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110031401Claim Applied Amount :75000.0
4 , 23/10/2012 04:44:31:451 , CPDAO , isRecoveryDetailsAvailable() , Exited!
