4 , 23/10/2012 04:47:20:408 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101716301Claim Applied Amount :40000.0
4 , 23/10/2012 04:47:22:701 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101889001Approved Application Amount :890000.0
4 , 23/10/2012 04:47:22:717 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:22:717 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091113301Oustanding Amount :60000.0
4 , 23/10/2012 04:47:22:717 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101889001Claim Applied Amount :541823.0
4 , 23/10/2012 04:47:22:717 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090743101Oustanding Amount :50000.0
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091113301Approved Application Amount :60000.0
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101889001Recovered Amount :0.0
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090743101Approved Application Amount :50000.0
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091113301Claim Applied Amount :51000.0
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101889001Default Amount :203935.0
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090743101Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091113301Recovered Amount :0.0
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090743101Recovered Amount :0.0
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091113301Default Amount :50000.0
4 , 23/10/2012 04:47:22:732 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090743101Default Amount :50598.0
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:22:732 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:22:748 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:22:748 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:22:810 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:22:810 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090088701Oustanding Amount :10418.0
4 , 23/10/2012 04:47:22:810 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090088701Approved Application Amount :12000.0
4 , 23/10/2012 04:47:22:826 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090088701Claim Applied Amount :9000.0
4 , 23/10/2012 04:47:22:826 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:22:826 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090088701Recovered Amount :0.0
4 , 23/10/2012 04:47:22:826 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091822701Oustanding Amount :100000.0
4 , 23/10/2012 04:47:22:826 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:22:826 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090088701Default Amount :843238.0
4 , 23/10/2012 04:47:22:826 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091822701Approved Application Amount :100000.0
4 , 23/10/2012 04:47:22:842 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100179701Oustanding Amount :100000.0
4 , 23/10/2012 04:47:22:842 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:22:842 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091822701Claim Applied Amount :85000.0
4 , 23/10/2012 04:47:22:842 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100179701Approved Application Amount :100000.0
4 , 23/10/2012 04:47:22:842 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:22:842 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091822701Recovered Amount :0.0
4 , 23/10/2012 04:47:22:857 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100179701Claim Applied Amount :60406.0
4 , 23/10/2012 04:47:22:857 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091822701Default Amount :60000.0
4 , 23/10/2012 04:47:22:857 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100179701Recovered Amount :0.0
4 , 23/10/2012 04:47:22:857 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:22:857 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100179701Default Amount :50000.0
4 , 23/10/2012 04:47:22:857 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:22:857 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:22:857 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:22:904 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:22:920 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090391401Oustanding Amount :32000.0
4 , 23/10/2012 04:47:22:920 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090391401Approved Application Amount :32000.0
4 , 23/10/2012 04:47:22:920 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090391401Claim Applied Amount :24167.0
4 , 23/10/2012 04:47:22:920 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:22:935 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090391401Recovered Amount :0.0
4 , 23/10/2012 04:47:22:935 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091617201Oustanding Amount :50000.0
4 , 23/10/2012 04:47:22:935 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:22:935 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090391401Default Amount :10418.0
4 , 23/10/2012 04:47:22:935 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091617201Approved Application Amount :50000.0
4 , 23/10/2012 04:47:22:951 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091162901Oustanding Amount :75000.0
4 , 23/10/2012 04:47:22:951 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:22:951 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091617201Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:22:951 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091162901Approved Application Amount :75000.0
4 , 23/10/2012 04:47:22:951 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:22:951 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091617201Recovered Amount :0.0
4 , 23/10/2012 04:47:22:951 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091162901Claim Applied Amount :63750.0
4 , 23/10/2012 04:47:22:951 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091617201Default Amount :100000.0
4 , 23/10/2012 04:47:22:951 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091162901Recovered Amount :0.0
4 , 23/10/2012 04:47:22:951 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:22:951 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091162901Default Amount :100000.0
4 , 23/10/2012 04:47:22:966 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:22:966 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:22:966 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:013 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:013 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090280201Oustanding Amount :23116.0
4 , 23/10/2012 04:47:23:013 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090280201Approved Application Amount :40000.0
4 , 23/10/2012 04:47:23:029 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090280201Claim Applied Amount :17337.0
4 , 23/10/2012 04:47:23:029 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090280201Recovered Amount :0.0
4 , 23/10/2012 04:47:23:029 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:029 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090280201Default Amount :32000.0
4 , 23/10/2012 04:47:23:029 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091174501Oustanding Amount :50000.0
4 , 23/10/2012 04:47:23:029 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:044 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:044 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091174501Approved Application Amount :50000.0
4 , 23/10/2012 04:47:23:044 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:044 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100316601Oustanding Amount :500000.0
4 , 23/10/2012 04:47:23:044 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091174501Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:23:060 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100316601Approved Application Amount :500000.0
4 , 23/10/2012 04:47:23:060 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091174501Recovered Amount :0.0
4 , 23/10/2012 04:47:23:060 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100316601Claim Applied Amount :425000.0
4 , 23/10/2012 04:47:23:060 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091174501Default Amount :50000.0
4 , 23/10/2012 04:47:23:060 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100316601Recovered Amount :0.0
4 , 23/10/2012 04:47:23:060 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:060 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100316601Default Amount :75000.0
4 , 23/10/2012 04:47:23:060 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:060 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:060 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:107 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:107 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100228301Oustanding Amount :474391.0
4 , 23/10/2012 04:47:23:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100228301Approved Application Amount :475000.0
4 , 23/10/2012 04:47:23:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100228301Claim Applied Amount :375902.0
4 , 23/10/2012 04:47:23:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100228301Recovered Amount :0.0
4 , 23/10/2012 04:47:23:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100228301Default Amount :23116.0
4 , 23/10/2012 04:47:23:122 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:138 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:138 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:138 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526301Oustanding Amount :12000.0
4 , 23/10/2012 04:47:23:138 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:138 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU090237901Oustanding Amount :900000.0
4 , 23/10/2012 04:47:23:138 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526301Approved Application Amount :12000.0
4 , 23/10/2012 04:47:23:154 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU090237901Approved Application Amount :900000.0
4 , 23/10/2012 04:47:23:154 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526301Claim Applied Amount :10200.0
4 , 23/10/2012 04:47:23:154 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU090237901Claim Applied Amount :675000.0
4 , 23/10/2012 04:47:23:154 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526301Recovered Amount :0.0
4 , 23/10/2012 04:47:23:154 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU090237901Recovered Amount :0.0
4 , 23/10/2012 04:47:23:154 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526301Default Amount :50000.0
4 , 23/10/2012 04:47:23:154 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU090237901Default Amount :500000.0
4 , 23/10/2012 04:47:23:154 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:154 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:154 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:169 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:200 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:200 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080543901Oustanding Amount :53308.0
4 , 23/10/2012 04:47:23:216 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080543901Approved Application Amount :100000.0
4 , 23/10/2012 04:47:23:216 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080543901Claim Applied Amount :48277.0
4 , 23/10/2012 04:47:23:216 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080543901Recovered Amount :0.0
4 , 23/10/2012 04:47:23:216 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080543901Default Amount :474391.0
4 , 23/10/2012 04:47:23:216 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:216 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:216 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:216 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080437301Oustanding Amount :21000.0
4 , 23/10/2012 04:47:23:232 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080437301Approved Application Amount :21000.0
4 , 23/10/2012 04:47:23:232 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080437301Claim Applied Amount :15750.0
4 , 23/10/2012 04:47:23:232 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080437301Recovered Amount :0.0
4 , 23/10/2012 04:47:23:232 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080437301Default Amount :12000.0
4 , 23/10/2012 04:47:23:232 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:232 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:232 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090201Oustanding Amount :25000.0
4 , 23/10/2012 04:47:23:232 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:232 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090201Approved Application Amount :25000.0
4 , 23/10/2012 04:47:23:232 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090201Claim Applied Amount :21250.0
4 , 23/10/2012 04:47:23:247 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090201Recovered Amount :0.0
4 , 23/10/2012 04:47:23:247 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090201Default Amount :900000.0
4 , 23/10/2012 04:47:23:247 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:247 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:278 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:278 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090110501Oustanding Amount :27500.0
4 , 23/10/2012 04:47:23:278 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090110501Approved Application Amount :27500.0
4 , 23/10/2012 04:47:23:294 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090110501Claim Applied Amount :20625.0
4 , 23/10/2012 04:47:23:294 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090110501Recovered Amount :0.0
4 , 23/10/2012 04:47:23:294 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090110501Default Amount :53308.0
4 , 23/10/2012 04:47:23:294 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:294 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:310 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:310 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101739201Oustanding Amount :292315.0
4 , 23/10/2012 04:47:23:325 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101739201Approved Application Amount :650000.0
4 , 23/10/2012 04:47:23:325 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101739201Claim Applied Amount :227593.0
4 , 23/10/2012 04:47:23:325 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101739201Recovered Amount :0.0
4 , 23/10/2012 04:47:23:325 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101739201Default Amount :21000.0
4 , 23/10/2012 04:47:23:325 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:325 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:325 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:325 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588601Oustanding Amount :70000.0
4 , 23/10/2012 04:47:23:325 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588601Approved Application Amount :70000.0
4 , 23/10/2012 04:47:23:325 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588601Claim Applied Amount :59500.0
4 , 23/10/2012 04:47:23:325 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588601Recovered Amount :0.0
4 , 23/10/2012 04:47:23:341 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588601Default Amount :25000.0
4 , 23/10/2012 04:47:23:341 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:341 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:356 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:356 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101522401Oustanding Amount :121509.0
4 , 23/10/2012 04:47:23:356 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101522401Approved Application Amount :130000.0
4 , 23/10/2012 04:47:23:356 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101522401Claim Applied Amount :125980.0
4 , 23/10/2012 04:47:23:356 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101522401Recovered Amount :0.0
4 , 23/10/2012 04:47:23:356 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101522401Default Amount :27500.0
4 , 23/10/2012 04:47:23:356 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:372 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:388 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:388 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090274401Oustanding Amount :27500.0
4 , 23/10/2012 04:47:23:388 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090274401Approved Application Amount :27500.0
4 , 23/10/2012 04:47:23:388 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090274401Claim Applied Amount :20625.0
4 , 23/10/2012 04:47:23:388 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090274401Recovered Amount :0.0
4 , 23/10/2012 04:47:23:388 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090274401Default Amount :292315.0
4 , 23/10/2012 04:47:23:388 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:388 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:403 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:403 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737601Oustanding Amount :40000.0
4 , 23/10/2012 04:47:23:403 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737601Approved Application Amount :40000.0
4 , 23/10/2012 04:47:23:403 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737601Claim Applied Amount :34000.0
4 , 23/10/2012 04:47:23:419 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737601Recovered Amount :0.0
4 , 23/10/2012 04:47:23:419 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737601Default Amount :70000.0
4 , 23/10/2012 04:47:23:419 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:419 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:419 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:419 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091877401Oustanding Amount :49412.0
4 , 23/10/2012 04:47:23:419 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091877401Approved Application Amount :50000.0
4 , 23/10/2012 04:47:23:419 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091877401Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:23:419 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091877401Recovered Amount :0.0
4 , 23/10/2012 04:47:23:419 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091877401Default Amount :121509.0
4 , 23/10/2012 04:47:23:434 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:434 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:450 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:450 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP080018701Oustanding Amount :12222.0
4 , 23/10/2012 04:47:23:450 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP080018701Approved Application Amount :20000.0
4 , 23/10/2012 04:47:23:450 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP080018701Claim Applied Amount :12750.0
4 , 23/10/2012 04:47:23:450 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP080018701Recovered Amount :0.0
4 , 23/10/2012 04:47:23:450 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP080018701Default Amount :27500.0
4 , 23/10/2012 04:47:23:466 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:466 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:23:481 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:23:481 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100153501Oustanding Amount :25000.0
4 , 23/10/2012 04:47:23:481 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100153501Approved Application Amount :25000.0
4 , 23/10/2012 04:47:23:481 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100153501Claim Applied Amount :25000.0
4 , 23/10/2012 04:47:23:481 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100153501Recovered Amount :0.0
4 , 23/10/2012 04:47:23:481 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100153501Default Amount :40000.0
4 , 23/10/2012 04:47:23:481 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:23:481 , CPDAO , isRecoveryDetailsAvailable() , Entered!
