4 , 23/10/2012 06:29:40:409 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090720001Claim Applied Amount :42500.0
4 , 23/10/2012 06:30:01:362 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100254901Oustanding Amount :16331.0
4 , 23/10/2012 06:30:01:365 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100254901Approved Application Amount :20000.0
4 , 23/10/2012 06:30:01:371 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100254901Claim Applied Amount :12248.0
4 , 23/10/2012 06:30:01:374 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100254901Recovered Amount :0.0
4 , 23/10/2012 06:30:01:377 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100254901Default Amount :14677.0
4 , 23/10/2012 06:30:01:379 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:01:382 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:01:459 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:01:463 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100658201Oustanding Amount :64955.0
4 , 23/10/2012 06:30:01:465 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100658201Approved Application Amount :75000.0
4 , 23/10/2012 06:30:01:466 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100658201Claim Applied Amount :65331.0
4 , 23/10/2012 06:30:01:468 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100658201Recovered Amount :0.0
4 , 23/10/2012 06:30:01:469 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100658201Default Amount :16331.0
4 , 23/10/2012 06:30:01:471 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:01:472 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:01:544 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:01:545 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100316801Oustanding Amount :4379908.0
4 , 23/10/2012 06:30:01:546 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100316801Approved Application Amount :4500000.0
4 , 23/10/2012 06:30:01:547 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100316801Claim Applied Amount :3284931.0
4 , 23/10/2012 06:30:01:548 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100316801Recovered Amount :0.0
4 , 23/10/2012 06:30:01:549 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100316801Default Amount :64955.0
4 , 23/10/2012 06:30:01:550 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:01:551 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:01:611 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:01:612 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT110037701Oustanding Amount :6200000.0
4 , 23/10/2012 06:30:01:613 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT110037701Approved Application Amount :6575000.0
4 , 23/10/2012 06:30:01:614 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT110037701Claim Applied Amount :4650000.0
4 , 23/10/2012 06:30:01:615 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT110037701Recovered Amount :0.0
4 , 23/10/2012 06:30:01:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT110037701Default Amount :4379908.0
4 , 23/10/2012 06:30:01:617 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:01:618 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:01:681 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:01:684 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080029901Oustanding Amount :1732418.5699999998
4 , 23/10/2012 06:30:01:687 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080029901Approved Application Amount :1809000.0
4 , 23/10/2012 06:30:01:690 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080029901Claim Applied Amount :1356750.0
4 , 23/10/2012 06:30:01:692 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080029901Recovered Amount :0.0
4 , 23/10/2012 06:30:01:695 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080029901Default Amount :6200000.0
4 , 23/10/2012 06:30:01:698 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:01:702 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:01:766 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:01:769 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090077601Oustanding Amount :75000.0
4 , 23/10/2012 06:30:01:772 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090077601Approved Application Amount :75000.0
4 , 23/10/2012 06:30:01:775 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090077601Claim Applied Amount :68419.0
4 , 23/10/2012 06:30:01:777 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090077601Recovered Amount :0.0
4 , 23/10/2012 06:30:01:780 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090077601Default Amount :1732418.5699999998
4 , 23/10/2012 06:30:01:783 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:01:785 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:01:850 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:01:853 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101257801Oustanding Amount :180000.0
4 , 23/10/2012 06:30:01:855 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101257801Approved Application Amount :180000.0
4 , 23/10/2012 06:30:01:858 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101257801Claim Applied Amount :150000.0
4 , 23/10/2012 06:30:01:861 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101257801Recovered Amount :0.0
4 , 23/10/2012 06:30:01:863 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101257801Default Amount :75000.0
4 , 23/10/2012 06:30:01:864 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:01:865 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:01:929 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:01:932 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS090076201Oustanding Amount :93083.23
4 , 23/10/2012 06:30:01:935 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS090076201Approved Application Amount :200000.0
4 , 23/10/2012 06:30:01:938 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS090076201Claim Applied Amount :103434.31
4 , 23/10/2012 06:30:01:941 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS090076201Recovered Amount :0.0
4 , 23/10/2012 06:30:01:943 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS090076201Default Amount :180000.0
4 , 23/10/2012 06:30:01:946 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:01:950 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:012 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:015 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100303501Oustanding Amount :3846020.0
4 , 23/10/2012 06:30:02:017 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100303501Approved Application Amount :3910000.0
4 , 23/10/2012 06:30:02:020 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100303501Claim Applied Amount :2932500.0
4 , 23/10/2012 06:30:02:022 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100303501Recovered Amount :0.0
4 , 23/10/2012 06:30:02:025 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100303501Default Amount :93083.23
4 , 23/10/2012 06:30:02:027 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:02:030 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:088 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:091 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101723201Oustanding Amount :463876.0
4 , 23/10/2012 06:30:02:094 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101723201Approved Application Amount :500000.0
4 , 23/10/2012 06:30:02:097 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101723201Claim Applied Amount :474987.0
4 , 23/10/2012 06:30:02:100 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101723201Recovered Amount :0.0
4 , 23/10/2012 06:30:02:102 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101723201Default Amount :3846020.0
4 , 23/10/2012 06:30:02:104 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:02:106 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:173 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:176 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100632601Oustanding Amount :3740064.0
4 , 23/10/2012 06:30:02:179 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100632601Approved Application Amount :3900000.0
4 , 23/10/2012 06:30:02:181 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100632601Claim Applied Amount :2925000.0
4 , 23/10/2012 06:30:02:184 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100632601Recovered Amount :0.0
4 , 23/10/2012 06:30:02:187 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100632601Default Amount :463876.0
4 , 23/10/2012 06:30:02:190 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:02:193 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:272 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:275 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100400001Oustanding Amount :31500.0
4 , 23/10/2012 06:30:02:278 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100400001Approved Application Amount :31500.0
4 , 23/10/2012 06:30:02:281 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100400001Claim Applied Amount :26775.0
4 , 23/10/2012 06:30:02:285 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100400001Recovered Amount :0.0
4 , 23/10/2012 06:30:02:287 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100400001Default Amount :3740064.0
4 , 23/10/2012 06:30:02:288 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:02:289 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:354 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:357 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT090035601Oustanding Amount :840000.0
4 , 23/10/2012 06:30:02:359 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT090035601Approved Application Amount :840000.0
4 , 23/10/2012 06:30:02:362 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT090035601Claim Applied Amount :630000.0
4 , 23/10/2012 06:30:02:365 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT090035601Recovered Amount :0.0
4 , 23/10/2012 06:30:02:368 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT090035601Default Amount :31500.0
4 , 23/10/2012 06:30:02:371 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:02:373 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:439 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:442 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT110037601Oustanding Amount :7489337.0
4 , 23/10/2012 06:30:02:445 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT110037601Approved Application Amount :7500000.0
4 , 23/10/2012 06:30:02:448 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT110037601Claim Applied Amount :5625000.0
4 , 23/10/2012 06:30:02:451 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT110037601Recovered Amount :0.0
4 , 23/10/2012 06:30:02:454 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT110037601Default Amount :840000.0
4 , 23/10/2012 06:30:02:456 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:02:459 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:523 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:526 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100228401Oustanding Amount :413869.0
4 , 23/10/2012 06:30:02:529 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100228401Approved Application Amount :475000.0
4 , 23/10/2012 06:30:02:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100228401Claim Applied Amount :329482.0
4 , 23/10/2012 06:30:02:534 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100228401Recovered Amount :0.0
4 , 23/10/2012 06:30:02:537 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100228401Default Amount :7489337.0
4 , 23/10/2012 06:30:02:540 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:02:546 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:608 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:610 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090691001Oustanding Amount :5637.0
4 , 23/10/2012 06:30:02:613 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090691001Approved Application Amount :8200.0
4 , 23/10/2012 06:30:02:614 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090691001Claim Applied Amount :5637.0
4 , 23/10/2012 06:30:02:615 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090691001Recovered Amount :0.0
4 , 23/10/2012 06:30:02:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090691001Default Amount :413869.0
4 , 23/10/2012 06:30:02:617 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:02:618 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:680 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:683 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491001Oustanding Amount :50000.0
4 , 23/10/2012 06:30:02:685 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491001Approved Application Amount :50000.0
4 , 23/10/2012 06:30:02:688 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491001Claim Applied Amount :42500.0
4 , 23/10/2012 06:30:02:691 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491001Recovered Amount :0.0
4 , 23/10/2012 06:30:02:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491001Default Amount :5637.0
4 , 23/10/2012 06:30:02:696 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:02:699 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:763 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:767 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100313001Oustanding Amount :22992.0
4 , 23/10/2012 06:30:02:769 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100313001Approved Application Amount :25000.0
4 , 23/10/2012 06:30:02:772 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100313001Claim Applied Amount :25000.0
4 , 23/10/2012 06:30:02:775 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100313001Recovered Amount :0.0
4 , 23/10/2012 06:30:02:778 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100313001Default Amount :50000.0
4 , 23/10/2012 06:30:02:781 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:02:783 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:841 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:844 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600601Oustanding Amount :60000.0
4 , 23/10/2012 06:30:02:846 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600601Approved Application Amount :60000.0
4 , 23/10/2012 06:30:02:849 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600601Claim Applied Amount :51000.0
4 , 23/10/2012 06:30:02:852 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600601Recovered Amount :0.0
4 , 23/10/2012 06:30:02:853 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600601Default Amount :22992.0
4 , 23/10/2012 06:30:02:855 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:02:856 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:920 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:923 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491801Oustanding Amount :50000.0
4 , 23/10/2012 06:30:02:925 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491801Approved Application Amount :50000.0
4 , 23/10/2012 06:30:02:928 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491801Claim Applied Amount :42500.0
4 , 23/10/2012 06:30:02:931 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491801Recovered Amount :0.0
4 , 23/10/2012 06:30:02:934 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491801Default Amount :60000.0
4 , 23/10/2012 06:30:02:936 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:02:939 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:02:996 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:02:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091551901Oustanding Amount :50000.0
4 , 23/10/2012 06:30:03:002 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091551901Approved Application Amount :50000.0
4 , 23/10/2012 06:30:03:004 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091551901Claim Applied Amount :42500.0
4 , 23/10/2012 06:30:03:007 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091551901Recovered Amount :0.0
4 , 23/10/2012 06:30:03:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091551901Default Amount :50000.0
4 , 23/10/2012 06:30:03:012 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:03:015 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:03:077 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:03:079 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090658001Oustanding Amount :25000.0
4 , 23/10/2012 06:30:03:082 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090658001Approved Application Amount :25000.0
4 , 23/10/2012 06:30:03:085 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090658001Claim Applied Amount :21250.0
4 , 23/10/2012 06:30:03:088 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090658001Recovered Amount :0.0
4 , 23/10/2012 06:30:03:090 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090658001Default Amount :50000.0
4 , 23/10/2012 06:30:03:093 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:03:094 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:03:153 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:03:156 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004601Oustanding Amount :25000.0
4 , 23/10/2012 06:30:03:159 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004601Approved Application Amount :25000.0
4 , 23/10/2012 06:30:03:161 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004601Claim Applied Amount :21250.0
4 , 23/10/2012 06:30:03:164 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004601Recovered Amount :0.0
4 , 23/10/2012 06:30:03:167 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004601Default Amount :25000.0
4 , 23/10/2012 06:30:03:170 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:03:172 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:03:238 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:03:241 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091656101Oustanding Amount :50000.0
4 , 23/10/2012 06:30:03:244 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091656101Approved Application Amount :50000.0
4 , 23/10/2012 06:30:03:247 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091656101Claim Applied Amount :42500.0
4 , 23/10/2012 06:30:03:250 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091656101Recovered Amount :0.0
4 , 23/10/2012 06:30:03:253 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091656101Default Amount :25000.0
4 , 23/10/2012 06:30:03:256 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:03:259 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:03:331 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:03:334 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179001Oustanding Amount :50000.0
4 , 23/10/2012 06:30:03:337 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179001Approved Application Amount :50000.0
4 , 23/10/2012 06:30:03:340 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179001Claim Applied Amount :42500.0
4 , 23/10/2012 06:30:03:342 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179001Recovered Amount :0.0
4 , 23/10/2012 06:30:03:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179001Default Amount :50000.0
4 , 23/10/2012 06:30:03:348 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:03:351 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:03:417 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:03:420 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090470701Oustanding Amount :45364.0
4 , 23/10/2012 06:30:03:423 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090470701Approved Application Amount :132000.0
4 , 23/10/2012 06:30:03:425 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090470701Claim Applied Amount :64078.0
4 , 23/10/2012 06:30:03:427 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090470701Recovered Amount :0.0
4 , 23/10/2012 06:30:03:430 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090470701Default Amount :50000.0
4 , 23/10/2012 06:30:03:432 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 06:30:03:435 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 06:30:03:495 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 06:30:03:498 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101003701Oustanding Amount :50000.0
4 , 23/10/2012 06:30:03:500 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101003701Approved Application Amount :50000.0
4 , 23/10/2012 06:30:03:503 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101003701Claim Applied Amount :42500.0
4 , 23/10/2012 06:30:03:506 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101003701Recovered Amount :0.0
