4 , 23/10/2012 04:48:07:630 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:079 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:079 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100426101Claim Applied Amount :17813.0
4 , 23/10/2012 04:48:10:079 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:095 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:095 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100426101Recovered Amount :0.0
4 , 23/10/2012 04:48:10:095 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:095 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:095 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100426101Default Amount :450000.0
4 , 23/10/2012 04:48:10:095 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:095 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:095 , ClaimAction , displayClaimApproval() , memId :000100190000
4 , 23/10/2012 04:48:10:095 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:095 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12BI090178501
4 , 23/10/2012 04:48:10:095 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:095 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:095 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , memId :001500370000
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12BI100184601
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , memId :002900240000
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12AS100267301
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:110 , ClaimAction , displayClaimApproval() , memId :001500280000
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100401801
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , memId :000500010000
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12GU100932801
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090048901
4 , 23/10/2012 04:48:10:126 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:142 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:142 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:142 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:142 , ClaimAction , displayClaimApproval() , memId :000400330000
4 , 23/10/2012 04:48:10:142 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE100653701
4 , 23/10/2012 04:48:10:142 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:142 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:142 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:142 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:142 , ClaimAction , displayClaimApproval() , memId :005900000000
4 , 23/10/2012 04:48:10:142 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE090089501
4 , 23/10/2012 04:48:10:142 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:157 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:157 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090501901Oustanding Amount :75000.0
4 , 23/10/2012 04:48:10:157 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:157 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090501901Approved Application Amount :75000.0
4 , 23/10/2012 04:48:10:157 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:157 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090501901Claim Applied Amount :63750.0
4 , 23/10/2012 04:48:10:157 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:157 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090501901Recovered Amount :0.0
4 , 23/10/2012 04:48:10:157 , ClaimAction , displayClaimApproval() , memId :001500180000
4 , 23/10/2012 04:48:10:157 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090501901Default Amount :60000.0
4 , 23/10/2012 04:48:10:157 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB100685601
4 , 23/10/2012 04:48:10:157 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:157 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:157 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:173 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:173 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:173 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:173 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:173 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100479501Oustanding Amount :95000.0
4 , 23/10/2012 04:48:10:173 , ClaimAction , displayClaimApproval() , memId :000400330000
4 , 23/10/2012 04:48:10:173 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100479501Approved Application Amount :95000.0
4 , 23/10/2012 04:48:10:173 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE101305401
4 , 23/10/2012 04:48:10:173 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100479501Claim Applied Amount :95000.0
4 , 23/10/2012 04:48:10:173 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:173 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100479501Recovered Amount :0.0
4 , 23/10/2012 04:48:10:173 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:188 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100479501Default Amount :23750.0
4 , 23/10/2012 04:48:10:188 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:188 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:188 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:188 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:188 , ClaimAction , displayClaimApproval() , memId :000100600000
4 , 23/10/2012 04:48:10:188 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UT100121401
4 , 23/10/2012 04:48:10:188 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:188 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:188 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:188 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091593901
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091071501
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091847701
4 , 23/10/2012 04:48:10:204 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091613801
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091071401
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:220 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:235 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:235 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:10:235 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090680801
4 , 23/10/2012 04:48:10:235 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:235 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:235 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090723301Oustanding Amount :50000.0
4 , 23/10/2012 04:48:10:235 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:235 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090723301Approved Application Amount :50000.0
4 , 23/10/2012 04:48:10:235 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:235 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090723301Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:10:235 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:235 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090723301Recovered Amount :0.0
4 , 23/10/2012 04:48:10:251 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:10:251 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090723301Default Amount :75000.0
4 , 23/10/2012 04:48:10:251 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090860001
4 , 23/10/2012 04:48:10:251 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:251 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:251 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:251 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:251 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:251 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:251 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:251 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090025301Oustanding Amount :3898000.0
4 , 23/10/2012 04:48:10:251 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:266 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090025301Approved Application Amount :3898000.0
4 , 23/10/2012 04:48:10:266 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091686901
4 , 23/10/2012 04:48:10:266 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090025301Claim Applied Amount :3898000.0
4 , 23/10/2012 04:48:10:266 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:266 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090025301Recovered Amount :0.0
4 , 23/10/2012 04:48:10:266 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:266 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090025301Default Amount :95000.0
4 , 23/10/2012 04:48:10:266 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:266 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:266 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:266 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:266 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:266 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091530601
4 , 23/10/2012 04:48:10:266 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , memId :002500480000
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR100426101
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , memId :001400140000
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB090025301
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:282 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101282501
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , memId :001400010000
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP102734101
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:298 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:313 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:313 , ClaimAction , displayClaimApproval() , memId :000100030000
4 , 23/10/2012 04:48:10:313 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB102060001
4 , 23/10/2012 04:48:10:313 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:313 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:313 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:313 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100089201Oustanding Amount :25000.0
4 , 23/10/2012 04:48:10:313 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:313 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100089201Approved Application Amount :25000.0
4 , 23/10/2012 04:48:10:313 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:313 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100089201Claim Applied Amount :21250.0
4 , 23/10/2012 04:48:10:313 , ClaimAction , displayClaimApproval() , memId :001500050000
4 , 23/10/2012 04:48:10:313 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100089201Recovered Amount :0.0
4 , 23/10/2012 04:48:10:329 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12MP090005701
4 , 23/10/2012 04:48:10:329 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100089201Default Amount :50000.0
4 , 23/10/2012 04:48:10:329 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:329 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:329 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:329 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:329 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:329 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:329 , ClaimAction , displayClaimApproval() , memId :001500180000
4 , 23/10/2012 04:48:10:329 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:329 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB101046201
4 , 23/10/2012 04:48:10:344 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101282501Oustanding Amount :192329.0
4 , 23/10/2012 04:48:10:344 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:344 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101282501Approved Application Amount :200000.0
4 , 23/10/2012 04:48:10:344 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:344 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101282501Claim Applied Amount :150000.0
4 , 23/10/2012 04:48:10:344 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:344 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101282501Recovered Amount :0.0
4 , 23/10/2012 04:48:10:344 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:344 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101282501Default Amount :3898000.0
4 , 23/10/2012 04:48:10:344 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:344 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:344 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091586201
4 , 23/10/2012 04:48:10:344 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090651401
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091857501
4 , 23/10/2012 04:48:10:360 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:376 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:376 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:376 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:376 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:376 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091629501
4 , 23/10/2012 04:48:10:376 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:376 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:376 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:376 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:376 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:376 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100106101
4 , 23/10/2012 04:48:10:376 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:391 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:391 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:391 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:391 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:391 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101505201
4 , 23/10/2012 04:48:10:391 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:391 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:391 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:391 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:391 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:391 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091938101
4 , 23/10/2012 04:48:10:391 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:391 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:407 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091078101Oustanding Amount :50000.0
4 , 23/10/2012 04:48:10:407 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:407 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091078101Approved Application Amount :50000.0
4 , 23/10/2012 04:48:10:407 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:407 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091078101Claim Applied Amount :38507.0
4 , 23/10/2012 04:48:10:407 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:407 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091078101Recovered Amount :0.0
4 , 23/10/2012 04:48:10:407 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:407 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091078101Default Amount :25000.0
4 , 23/10/2012 04:48:10:407 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091171901
4 , 23/10/2012 04:48:10:407 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:407 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:407 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:422 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:422 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102734101Oustanding Amount :692892.0
4 , 23/10/2012 04:48:10:422 , ClaimAction , displayClaimApproval() , forwardedToUser :null
