4 , 23/10/2012 04:46:14:185 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101101001Approved Application Amount :6900.0
4 , 23/10/2012 04:46:20:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100108601Default Amount :27500.0
4 , 23/10/2012 04:46:20:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101101001Claim Applied Amount :3394.0
4 , 23/10/2012 04:46:20:596 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101101001Recovered Amount :0.0
4 , 23/10/2012 04:46:20:596 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101101001Default Amount :5589.0
4 , 23/10/2012 04:46:20:596 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:596 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:628 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:628 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090705601Oustanding Amount :50000.0
4 , 23/10/2012 04:46:20:628 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090705601Approved Application Amount :50000.0
4 , 23/10/2012 04:46:20:628 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090705601Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:20:628 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090705601Recovered Amount :0.0
4 , 23/10/2012 04:46:20:628 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090705601Default Amount :50000.0
4 , 23/10/2012 04:46:20:628 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:628 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:674 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:674 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100093301Oustanding Amount :25000.0
4 , 23/10/2012 04:46:20:674 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100093301Approved Application Amount :25000.0
4 , 23/10/2012 04:46:20:674 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:674 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100093301Claim Applied Amount :21250.0
4 , 23/10/2012 04:46:20:690 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101405201Oustanding Amount :500000.0
4 , 23/10/2012 04:46:20:690 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100093301Recovered Amount :0.0
4 , 23/10/2012 04:46:20:690 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101405201Approved Application Amount :500000.0
4 , 23/10/2012 04:46:20:690 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100093301Default Amount :166222.0
4 , 23/10/2012 04:46:20:690 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101405201Claim Applied Amount :500000.0
4 , 23/10/2012 04:46:20:690 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:690 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101405201Recovered Amount :0.0
4 , 23/10/2012 04:46:20:690 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:690 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101405201Default Amount :4459.0
4 , 23/10/2012 04:46:20:690 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:690 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:706 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091180201Oustanding Amount :50000.0
4 , 23/10/2012 04:46:20:706 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:706 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091180201Approved Application Amount :50000.0
4 , 23/10/2012 04:46:20:706 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091180201Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:20:706 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091180201Recovered Amount :0.0
4 , 23/10/2012 04:46:20:706 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091180201Default Amount :50000.0
4 , 23/10/2012 04:46:20:706 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:706 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:752 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:752 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091628001Oustanding Amount :50000.0
4 , 23/10/2012 04:46:20:752 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091628001Approved Application Amount :50000.0
4 , 23/10/2012 04:46:20:752 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091628001Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:20:768 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091628001Recovered Amount :0.0
4 , 23/10/2012 04:46:20:768 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:768 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091628001Default Amount :25000.0
4 , 23/10/2012 04:46:20:768 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100140801Oustanding Amount :475000.0
4 , 23/10/2012 04:46:20:768 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:784 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100140801Approved Application Amount :475000.0
4 , 23/10/2012 04:46:20:784 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:784 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:784 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100140801Claim Applied Amount :403750.0
4 , 23/10/2012 04:46:20:784 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683001Oustanding Amount :50000.0
4 , 23/10/2012 04:46:20:784 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100140801Recovered Amount :0.0
4 , 23/10/2012 04:46:20:784 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683001Approved Application Amount :50000.0
4 , 23/10/2012 04:46:20:784 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100140801Default Amount :500000.0
4 , 23/10/2012 04:46:20:799 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683001Claim Applied Amount :38653.0
4 , 23/10/2012 04:46:20:799 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:799 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683001Recovered Amount :0.0
4 , 23/10/2012 04:46:20:799 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:799 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683001Default Amount :50000.0
4 , 23/10/2012 04:46:20:799 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:799 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:862 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101431201Oustanding Amount :50000.0
4 , 23/10/2012 04:46:20:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101431201Approved Application Amount :50000.0
4 , 23/10/2012 04:46:20:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101431201Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:20:862 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101431201Recovered Amount :0.0
4 , 23/10/2012 04:46:20:877 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091955001Oustanding Amount :50000.0
4 , 23/10/2012 04:46:20:877 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:877 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101431201Default Amount :50000.0
4 , 23/10/2012 04:46:20:877 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091955001Approved Application Amount :50000.0
4 , 23/10/2012 04:46:20:877 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100046601Oustanding Amount :310838.0
4 , 23/10/2012 04:46:20:877 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:877 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091955001Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:20:877 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100046601Approved Application Amount :317067.0
4 , 23/10/2012 04:46:20:877 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:877 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091955001Recovered Amount :0.0
4 , 23/10/2012 04:46:20:877 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100046601Claim Applied Amount :275750.0
4 , 23/10/2012 04:46:20:893 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091955001Default Amount :50000.0
4 , 23/10/2012 04:46:20:893 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100046601Recovered Amount :0.0
4 , 23/10/2012 04:46:20:893 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:893 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100046601Default Amount :475000.0
4 , 23/10/2012 04:46:20:893 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:893 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:893 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:940 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:940 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100100301Oustanding Amount :43070.0
4 , 23/10/2012 04:46:20:940 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100100301Approved Application Amount :60000.0
4 , 23/10/2012 04:46:20:955 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100100301Claim Applied Amount :36610.0
4 , 23/10/2012 04:46:20:955 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100100301Recovered Amount :0.0
4 , 23/10/2012 04:46:20:955 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100100301Default Amount :50000.0
4 , 23/10/2012 04:46:20:955 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:955 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:955 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737401Oustanding Amount :35000.0
4 , 23/10/2012 04:46:20:971 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:971 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:20:971 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737401Approved Application Amount :35000.0
4 , 23/10/2012 04:46:20:971 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100758401Oustanding Amount :65950.0
4 , 23/10/2012 04:46:20:971 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737401Claim Applied Amount :29750.0
4 , 23/10/2012 04:46:20:971 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100758401Approved Application Amount :75000.0
4 , 23/10/2012 04:46:20:971 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737401Recovered Amount :0.0
4 , 23/10/2012 04:46:20:971 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100758401Claim Applied Amount :52658.0
4 , 23/10/2012 04:46:20:971 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737401Default Amount :50000.0
4 , 23/10/2012 04:46:20:971 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100758401Recovered Amount :0.0
4 , 23/10/2012 04:46:20:971 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:986 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100758401Default Amount :310838.0
4 , 23/10/2012 04:46:20:986 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:20:986 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:20:986 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:018 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:018 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102923101Oustanding Amount :100000.0
4 , 23/10/2012 04:46:21:018 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102923101Approved Application Amount :100000.0
4 , 23/10/2012 04:46:21:018 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102923101Claim Applied Amount :85000.0
4 , 23/10/2012 04:46:21:018 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102923101Recovered Amount :0.0
4 , 23/10/2012 04:46:21:018 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102923101Default Amount :43070.0
4 , 23/10/2012 04:46:21:033 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:033 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:049 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:049 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090477301Oustanding Amount :50000.0
4 , 23/10/2012 04:46:21:049 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090477301Approved Application Amount :50000.0
4 , 23/10/2012 04:46:21:049 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:049 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090477301Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:21:064 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100906501Oustanding Amount :80826.0
4 , 23/10/2012 04:46:21:064 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090477301Recovered Amount :0.0
4 , 23/10/2012 04:46:21:064 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100906501Approved Application Amount :90000.0
4 , 23/10/2012 04:46:21:064 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090477301Default Amount :35000.0
4 , 23/10/2012 04:46:21:064 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100906501Claim Applied Amount :46171.0
4 , 23/10/2012 04:46:21:080 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:080 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100906501Recovered Amount :0.0
4 , 23/10/2012 04:46:21:080 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:080 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100906501Default Amount :65950.0
4 , 23/10/2012 04:46:21:080 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:080 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:080 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:080 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091936901Oustanding Amount :40000.0
4 , 23/10/2012 04:46:21:080 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091936901Approved Application Amount :40000.0
4 , 23/10/2012 04:46:21:096 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091936901Claim Applied Amount :34000.0
4 , 23/10/2012 04:46:21:096 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091936901Recovered Amount :0.0
4 , 23/10/2012 04:46:21:096 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091936901Default Amount :100000.0
4 , 23/10/2012 04:46:21:096 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:096 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:142 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:142 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101339001Oustanding Amount :50000.0
4 , 23/10/2012 04:46:21:142 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101339001Approved Application Amount :50000.0
4 , 23/10/2012 04:46:21:142 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101339001Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:21:142 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101339001Recovered Amount :0.0
4 , 23/10/2012 04:46:21:142 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:158 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101339001Default Amount :50000.0
4 , 23/10/2012 04:46:21:158 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100998101Oustanding Amount :139185.0
4 , 23/10/2012 04:46:21:158 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:158 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:158 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100998101Approved Application Amount :142500.0
4 , 23/10/2012 04:46:21:174 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091589501Oustanding Amount :60000.0
4 , 23/10/2012 04:46:21:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100998101Claim Applied Amount :95402.0
4 , 23/10/2012 04:46:21:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091589501Approved Application Amount :60000.0
4 , 23/10/2012 04:46:21:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100998101Recovered Amount :0.0
4 , 23/10/2012 04:46:21:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091589501Claim Applied Amount :51000.0
4 , 23/10/2012 04:46:21:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100998101Default Amount :80826.0
4 , 23/10/2012 04:46:21:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091589501Recovered Amount :0.0
4 , 23/10/2012 04:46:21:174 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091589501Default Amount :40000.0
4 , 23/10/2012 04:46:21:174 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:174 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:174 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:220 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:220 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070060601Oustanding Amount :40000.0
4 , 23/10/2012 04:46:21:220 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070060601Approved Application Amount :40000.0
4 , 23/10/2012 04:46:21:220 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070060601Claim Applied Amount :34000.0
4 , 23/10/2012 04:46:21:236 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070060601Recovered Amount :0.0
4 , 23/10/2012 04:46:21:236 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070060601Default Amount :50000.0
4 , 23/10/2012 04:46:21:236 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:236 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:252 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:252 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11MP090084401Oustanding Amount :40000.0
4 , 23/10/2012 04:46:21:252 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11MP090084401Approved Application Amount :40000.0
4 , 23/10/2012 04:46:21:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091870701Oustanding Amount :18807.0
4 , 23/10/2012 04:46:21:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11MP090084401Claim Applied Amount :40000.0
4 , 23/10/2012 04:46:21:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091870701Approved Application Amount :30000.0
4 , 23/10/2012 04:46:21:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11MP090084401Recovered Amount :0.0
4 , 23/10/2012 04:46:21:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091870701Claim Applied Amount :15986.0
4 , 23/10/2012 04:46:21:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11MP090084401Default Amount :139185.0
4 , 23/10/2012 04:46:21:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091870701Recovered Amount :0.0
4 , 23/10/2012 04:46:21:267 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091870701Default Amount :60000.0
4 , 23/10/2012 04:46:21:267 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:267 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:267 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:314 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:314 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA080144601Oustanding Amount :25000.0
4 , 23/10/2012 04:46:21:314 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA080144601Approved Application Amount :25000.0
4 , 23/10/2012 04:46:21:314 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA080144601Claim Applied Amount :18750.0
4 , 23/10/2012 04:46:21:314 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA080144601Recovered Amount :0.0
4 , 23/10/2012 04:46:21:314 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA080144601Default Amount :40000.0
4 , 23/10/2012 04:46:21:314 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:314 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:345 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090091901Oustanding Amount :13191.0
4 , 23/10/2012 04:46:21:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090091901Approved Application Amount :15000.0
4 , 23/10/2012 04:46:21:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090091901Claim Applied Amount :9893.0
4 , 23/10/2012 04:46:21:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090091901Recovered Amount :0.0
4 , 23/10/2012 04:46:21:345 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090091901Default Amount :40000.0
4 , 23/10/2012 04:46:21:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737101Oustanding Amount :50000.0
4 , 23/10/2012 04:46:21:345 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737101Approved Application Amount :50000.0
4 , 23/10/2012 04:46:21:361 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:361 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737101Claim Applied Amount :42500.0
