4 , 23/10/2012 04:45:41:096 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090628601Claim Applied Amount :10070.0
4 , 23/10/2012 04:45:47:992 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090665301Approved Application Amount :15000.0
4 , 23/10/2012 04:45:48:007 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090665301Claim Applied Amount :10218.0
4 , 23/10/2012 04:45:48:007 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090665301Recovered Amount :0.0
4 , 23/10/2012 04:45:48:007 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090665301Default Amount :12000.0
4 , 23/10/2012 04:45:48:007 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:007 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:023 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:023 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101070101Oustanding Amount :11958.0
4 , 23/10/2012 04:45:48:039 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101070101Approved Application Amount :20000.0
4 , 23/10/2012 04:45:48:039 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101070101Claim Applied Amount :20000.0
4 , 23/10/2012 04:45:48:039 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101070101Recovered Amount :0.0
4 , 23/10/2012 04:45:48:039 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101070101Default Amount :36810.0
4 , 23/10/2012 04:45:48:039 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:039 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:039 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:039 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073001Oustanding Amount :50000.0
4 , 23/10/2012 04:45:48:039 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073001Approved Application Amount :50000.0
4 , 23/10/2012 04:45:48:039 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073001Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:48:039 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073001Recovered Amount :0.0
4 , 23/10/2012 04:45:48:039 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073001Default Amount :25000.0
4 , 23/10/2012 04:45:48:039 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:039 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:070 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:070 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070134201Oustanding Amount :521842.0
4 , 23/10/2012 04:45:48:085 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070134201Approved Application Amount :1100000.0
4 , 23/10/2012 04:45:48:085 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070134201Claim Applied Amount :599372.0
4 , 23/10/2012 04:45:48:085 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070134201Recovered Amount :0.0
4 , 23/10/2012 04:45:48:085 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070134201Default Amount :12021.0
4 , 23/10/2012 04:45:48:085 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:085 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:101 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:117 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090988401Oustanding Amount :50000.0
4 , 23/10/2012 04:45:48:117 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090988401Approved Application Amount :50000.0
4 , 23/10/2012 04:45:48:117 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090988401Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:48:117 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090988401Recovered Amount :0.0
4 , 23/10/2012 04:45:48:117 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:117 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090988401Default Amount :11958.0
4 , 23/10/2012 04:45:48:117 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091589701Oustanding Amount :60000.0
4 , 23/10/2012 04:45:48:117 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:117 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091589701Approved Application Amount :60000.0
4 , 23/10/2012 04:45:48:117 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:117 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091589701Claim Applied Amount :51000.0
4 , 23/10/2012 04:45:48:117 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091589701Recovered Amount :0.0
4 , 23/10/2012 04:45:48:132 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091589701Default Amount :50000.0
4 , 23/10/2012 04:45:48:132 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:132 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:148 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:148 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100047001Oustanding Amount :229356.0
4 , 23/10/2012 04:45:48:148 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100047001Approved Application Amount :500000.0
4 , 23/10/2012 04:45:48:163 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100047001Claim Applied Amount :344034.0
4 , 23/10/2012 04:45:48:163 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100047001Recovered Amount :0.0
4 , 23/10/2012 04:45:48:163 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100047001Default Amount :521842.0
4 , 23/10/2012 04:45:48:163 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:163 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:179 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:179 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU080055601Oustanding Amount :500000.0
4 , 23/10/2012 04:45:48:179 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU080055601Approved Application Amount :500000.0
4 , 23/10/2012 04:45:48:179 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU080055601Claim Applied Amount :375000.0
4 , 23/10/2012 04:45:48:179 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU080055601Recovered Amount :0.0
4 , 23/10/2012 04:45:48:179 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU080055601Default Amount :50000.0
4 , 23/10/2012 04:45:48:179 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:195 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:195 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:195 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090477801Oustanding Amount :72608.0
4 , 23/10/2012 04:45:48:195 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090477801Approved Application Amount :75000.0
4 , 23/10/2012 04:45:48:195 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090477801Claim Applied Amount :61717.0
4 , 23/10/2012 04:45:48:195 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090477801Recovered Amount :0.0
4 , 23/10/2012 04:45:48:195 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090477801Default Amount :60000.0
4 , 23/10/2012 04:45:48:195 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:195 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:226 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:226 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090302201Oustanding Amount :983056.0
4 , 23/10/2012 04:45:48:226 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090302201Approved Application Amount :2700000.0
4 , 23/10/2012 04:45:48:226 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090302201Claim Applied Amount :976777.0
4 , 23/10/2012 04:45:48:226 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090302201Recovered Amount :0.0
4 , 23/10/2012 04:45:48:241 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090302201Default Amount :229356.0
4 , 23/10/2012 04:45:48:241 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:241 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:241 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091925601Oustanding Amount :50000.0
4 , 23/10/2012 04:45:48:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091925601Approved Application Amount :50000.0
4 , 23/10/2012 04:45:48:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091925601Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:48:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091925601Recovered Amount :0.0
4 , 23/10/2012 04:45:48:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091925601Default Amount :500000.0
4 , 23/10/2012 04:45:48:257 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:257 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:257 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291601Oustanding Amount :50000.0
4 , 23/10/2012 04:45:48:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291601Approved Application Amount :50000.0
4 , 23/10/2012 04:45:48:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291601Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:48:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291601Recovered Amount :0.0
4 , 23/10/2012 04:45:48:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291601Default Amount :72608.0
4 , 23/10/2012 04:45:48:273 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:273 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:304 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:304 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101681201Oustanding Amount :1749382.0
4 , 23/10/2012 04:45:48:304 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101681201Approved Application Amount :2375000.0
4 , 23/10/2012 04:45:48:304 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101681201Claim Applied Amount :1765534.0
4 , 23/10/2012 04:45:48:319 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101681201Recovered Amount :0.0
4 , 23/10/2012 04:45:48:319 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101681201Default Amount :983056.0
4 , 23/10/2012 04:45:48:319 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:319 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:319 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:319 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100108001Oustanding Amount :70000.0
4 , 23/10/2012 04:45:48:319 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100108001Approved Application Amount :70000.0
4 , 23/10/2012 04:45:48:335 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:335 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100108001Claim Applied Amount :59500.0
4 , 23/10/2012 04:45:48:335 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100093401Oustanding Amount :25000.0
4 , 23/10/2012 04:45:48:335 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100108001Recovered Amount :0.0
4 , 23/10/2012 04:45:48:335 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100093401Approved Application Amount :25000.0
4 , 23/10/2012 04:45:48:335 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100108001Default Amount :50000.0
4 , 23/10/2012 04:45:48:351 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100093401Claim Applied Amount :21250.0
4 , 23/10/2012 04:45:48:351 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:351 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100093401Recovered Amount :0.0
4 , 23/10/2012 04:45:48:351 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:351 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100093401Default Amount :50000.0
4 , 23/10/2012 04:45:48:351 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:351 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:382 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:382 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101557201Oustanding Amount :180685.0
4 , 23/10/2012 04:45:48:382 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101557201Approved Application Amount :209000.0
4 , 23/10/2012 04:45:48:382 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101557201Claim Applied Amount :209000.0
4 , 23/10/2012 04:45:48:397 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101557201Recovered Amount :0.0
4 , 23/10/2012 04:45:48:397 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101557201Default Amount :1749382.0
4 , 23/10/2012 04:45:48:397 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:397 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:413 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:413 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091868101Oustanding Amount :60000.0
4 , 23/10/2012 04:45:48:413 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091868101Approved Application Amount :60000.0
4 , 23/10/2012 04:45:48:413 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091868101Claim Applied Amount :51000.0
4 , 23/10/2012 04:45:48:413 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091868101Recovered Amount :0.0
4 , 23/10/2012 04:45:48:413 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:413 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091868101Default Amount :70000.0
4 , 23/10/2012 04:45:48:413 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090800501Oustanding Amount :400000.0
4 , 23/10/2012 04:45:48:413 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:413 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090800501Approved Application Amount :400000.0
4 , 23/10/2012 04:45:48:413 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:413 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090800501Claim Applied Amount :400000.0
4 , 23/10/2012 04:45:48:413 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090800501Recovered Amount :0.0
4 , 23/10/2012 04:45:48:413 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090800501Default Amount :25000.0
4 , 23/10/2012 04:45:48:413 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:429 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:460 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:460 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100105701Oustanding Amount :90000.0
4 , 23/10/2012 04:45:48:460 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100105701Approved Application Amount :90000.0
4 , 23/10/2012 04:45:48:460 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100105701Claim Applied Amount :76500.0
4 , 23/10/2012 04:45:48:460 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100105701Recovered Amount :0.0
4 , 23/10/2012 04:45:48:460 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100105701Default Amount :180685.0
4 , 23/10/2012 04:45:48:460 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:460 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:475 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:475 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090730001Oustanding Amount :50000.0
4 , 23/10/2012 04:45:48:475 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090730001Approved Application Amount :50000.0
4 , 23/10/2012 04:45:48:475 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090730001Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:48:475 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090730001Recovered Amount :0.0
4 , 23/10/2012 04:45:48:475 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:475 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090730001Default Amount :60000.0
4 , 23/10/2012 04:45:48:491 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182901Oustanding Amount :25699.0
4 , 23/10/2012 04:45:48:491 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:491 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182901Approved Application Amount :50000.0
4 , 23/10/2012 04:45:48:491 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:491 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182901Claim Applied Amount :21844.0
4 , 23/10/2012 04:45:48:491 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182901Recovered Amount :0.0
4 , 23/10/2012 04:45:48:491 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182901Default Amount :400000.0
4 , 23/10/2012 04:45:48:491 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:491 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:522 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080068101Oustanding Amount :25895.0
4 , 23/10/2012 04:45:48:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080068101Approved Application Amount :50000.0
4 , 23/10/2012 04:45:48:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080068101Claim Applied Amount :13616.25
4 , 23/10/2012 04:45:48:538 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080068101Recovered Amount :0.0
4 , 23/10/2012 04:45:48:538 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080068101Default Amount :90000.0
4 , 23/10/2012 04:45:48:538 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:538 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:553 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:553 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:569 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091216001Oustanding Amount :40000.0
4 , 23/10/2012 04:45:48:569 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090229701Oustanding Amount :4322.88
4 , 23/10/2012 04:45:48:569 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091216001Approved Application Amount :40000.0
4 , 23/10/2012 04:45:48:569 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090229701Approved Application Amount :10000.0
4 , 23/10/2012 04:45:48:569 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091216001Claim Applied Amount :34000.0
4 , 23/10/2012 04:45:48:585 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090229701Claim Applied Amount :3510.0
4 , 23/10/2012 04:45:48:585 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091216001Recovered Amount :0.0
4 , 23/10/2012 04:45:48:585 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090229701Recovered Amount :0.0
4 , 23/10/2012 04:45:48:585 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091216001Default Amount :50000.0
4 , 23/10/2012 04:45:48:600 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090229701Default Amount :25699.0
4 , 23/10/2012 04:45:48:600 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:600 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:600 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:600 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:600 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:600 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU110133101Oustanding Amount :319124.0
4 , 23/10/2012 04:45:48:600 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU110133101Approved Application Amount :320000.0
4 , 23/10/2012 04:45:48:600 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU110133101Claim Applied Amount :320000.0
4 , 23/10/2012 04:45:48:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU110133101Recovered Amount :0.0
4 , 23/10/2012 04:45:48:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU110133101Default Amount :25895.0
4 , 23/10/2012 04:45:48:616 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:48:616 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:48:663 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:678 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091989701Oustanding Amount :100000.0
4 , 23/10/2012 04:45:48:678 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:678 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091989701Approved Application Amount :100000.0
4 , 23/10/2012 04:45:48:678 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:48:678 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091688601Oustanding Amount :50000.0
4 , 23/10/2012 04:45:48:678 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091989701Claim Applied Amount :15481.0
4 , 23/10/2012 04:45:48:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090847101Oustanding Amount :10000.0
4 , 23/10/2012 04:45:48:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091688601Approved Application Amount :50000.0
4 , 23/10/2012 04:45:48:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091989701Recovered Amount :0.0
4 , 23/10/2012 04:45:48:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090847101Approved Application Amount :10000.0
4 , 23/10/2012 04:45:48:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091688601Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:48:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091989701Default Amount :40000.0
4 , 23/10/2012 04:45:48:709 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090847101Claim Applied Amount :8500.0
